Junctions	ADRENALGLAND1	ADRENALGLAND2	COLON1	COLON2	CORTEX1	CORTEX2	DUODENUM1	DUODENUM2	ESOPHAGUS1	ESOPHAGUS2	HEART1	HEART2	KIDNEY1	KIDNEY2	LIVER1	LIVER2	LUNG1	LUNG2	OVARY1	OVARY2	PANCREAS1	PANCREAS2	SKIN1	SKIN2	SPLEEN_1	SPLEEN_2	STOMACH1	STOMACH2	TESTIS1	TESTIS2	THYROIDGLAND1	THYROIDGLAND2
CGATENSMUST00000120856JUNC00275	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000165212JUNC00277	0	0	2	2	5	3	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2	2	1	1	0	0
CGATENSMUST00000032309JUNC00282	1	1	1	0	1	0	2	0	10	6	10	6	0	1	0	0	4	3	2	2	1	0	10	12	2	1	0	1	8	6	4	0
CGATENSCAFT00000009199JUNC00285	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000110688JUNC00286	0	0	0	0	2	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0
CGATENSMUST00000164930JUNC00289	0	0	0	0	96	117	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CGATENSMUST00000164930JUNC00290	0	0	0	0	24	17	0	1	4	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000164930JUNC00291	4	2	7	3	70	66	0	2	9	15	9	15	15	11	2	3	15	21	30	23	2	5	4	6	11	16	7	8	12	9	6	3
CGATENSMUST00000199498JUNC00292	2	2	8	7	87	68	2	2	9	8	9	8	3	4	1	1	21	19	11	11	0	1	5	6	14	8	4	1	2	1	0	1
CGATENSMUST00000183703JUNC00295	0	1	0	0	4	7	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	2	1	3	3	2	0	0
CGATENSMUST00000183703JUNC00296	1	0	1	0	4	9	0	0	0	0	0	0	1	2	0	1	0	0	1	0	1	0	0	0	1	2	1	3	2	3	0	1
CGATENSMUST00000117507JUNC00299	0	0	1	0	0	0	1	1	1	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000117507JUNC00300	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000029753JUNC00301	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000199243JUNC00304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
CGATENSMUST00000069600JUNC00311	0	0	1	0	1	1	0	0	3	1	3	1	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	1	2
CGATENSMUST00000069600JUNC00312	1	1	0	0	0	1	0	0	2	1	2	1	0	0	0	0	2	1	3	3	0	0	0	0	0	0	0	0	0	0	1	1
CGATENSMUST00000033480JUNC00313	1	1	6	3	1	2	0	1	2	2	2	2	8	11	14	17	5	5	5	8	0	1	0	1	5	4	4	5	5	4	4	4
CGATENSMUST00000071816JUNC00314	1	1	0	0	5	8	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000202308JUNC00316	0	0	4	2	2	0	0	0	0	3	0	3	2	3	0	0	8	9	1	3	0	0	0	0	2	4	0	1	0	1	0	0
CGATENSMUST00000201421JUNC00317	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000202217JUNC00318	0	0	1	0	26	22	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CGATENSCAFT00000045219JUNC00319	9	7	1	2	0	1	0	1	11	6	11	6	9	7	1	2	10	12	8	10	6	6	0	2	1	0	1	0	1	1	2	0
CGATENSMUST00000079360JUNC00322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000079360JUNC00323	0	0	0	0	3	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CGATENSMUST00000079360JUNC00324	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000099294JUNC00325	2	3	2	2	131	119	3	1	7	2	7	2	3	3	0	0	19	15	6	6	0	0	1	0	2	1	2	5	4	4	7	11
CGATENSMUST00000090685JUNC00327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CGATENSMUST00000090927JUNC00329	2	5	5	3	14	6	4	4	6	7	6	7	2	2	1	1	7	11	13	16	3	2	11	8	27	29	16	10	8	3	5	4
CGATENSCAFT00000049452JUNC00330	4	7	15	15	13	19	2	3	0	0	0	0	5	5	1	2	17	13	3	5	1	1	1	2	26	20	14	14	3	2	4	6
CGATENSCAFT00000049452JUNC00331	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000069456JUNC00332	0	0	11	9	9	8	2	3	3	2	3	2	5	3	0	1	7	7	5	7	1	1	3	0	4	5	15	9	3	2	12	8
CGATENSMUST00000075304JUNC00334	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000198316JUNC00336	3	5	0	0	14	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	6	0	0	0	0
CGATENSMUST00000130011JUNC00341	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4
CGATENSMUST00000111291JUNC00342	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	3	1	0	0	0	0	1	0
CGATENSMUST00000111292JUNC00343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CGATENSMUST00000109485JUNC00346	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000089317JUNC00350	0	1	0	1	7	5	0	0	1	3	1	3	6	4	7	4	4	4	2	1	1	2	2	3	11	10	3	3	0	0	11	5
CGATENSMUST00000084510JUNC00353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0
CGATENSMUST00000084510JUNC00354	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0
CGATENSMUST00000020411JUNC00355	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSCAFT00000047433JUNC00358	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000165766JUNC00359	0	0	6	2	0	0	2	2	2	0	2	0	0	0	0	0	2	4	0	0	0	0	1	1	2	3	5	4	1	2	1	0
CGATENSMUST00000168134JUNC00361	0	0	0	0	11	12	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0
CGATENSMUST00000168134JUNC00362	0	0	0	0	15	13	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1	2	0	3	2	5	4	20	18	0	1
CGATENSMUST00000168134JUNC00363	0	1	0	0	3	2	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1
CGATENSMUST00000168134JUNC00364	0	1	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000168134JUNC00365	0	0	0	0	3	7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000182226JUNC00366	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000182226JUNC00367	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSCAFT00000027521JUNC00371	1	0	0	0	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	1
CGATENSMUST00000009344JUNC00372	0	0	0	1	2	2	0	0	1	0	1	0	0	0	0	0	3	4	0	0	0	0	2	0	1	2	0	1	1	1	0	2
CGATENSMUST00000207010JUNC00373	1	2	0	0	2	0	1	1	0	1	0	1	0	0	0	1	3	0	0	1	0	0	2	0	8	8	0	0	3	2	0	0
CGATENSMUST00000205262JUNC00374	10	14	2	1	2	2	0	2	5	7	5	7	10	4	3	1	18	17	6	3	2	2	8	5	26	21	7	4	3	2	10	6
CGATENSMUST00000113231JUNC00375	1	3	5	6	1	1	0	0	0	0	0	0	13	13	2	2	2	5	0	0	0	0	0	0	2	0	4	4	5	5	0	0
CGATENSCAFT00000037345JUNC00378	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CGATENSCAFT00000037345JUNC00379	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
CGATENSMUST00000197241JUNC00380	0	0	8	9	1	0	3	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0
CGATENSMUST00000197241JUNC00381	1	2	14	4	1	4	4	11	0	4	0	4	8	8	2	4	3	2	0	0	2	1	0	0	4	1	6	10	1	2	2	1
CGATENSMUST00000036299JUNC00382	0	2	2	1	3	1	1	0	0	1	0	1	3	1	0	0	5	3	2	2	0	0	4	1	2	1	5	2	2	1	2	0
CGATENSCAFT00000049590JUNC00384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	0	0	0	0	0
CGATENSMUST00000077160JUNC00386	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000106603JUNC00390	1	0	0	0	4	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CGATENSMUST00000109395JUNC00391	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
CGATENSMUST00000109394JUNC00392	1	0	2	0	0	1	0	0	0	0	0	0	1	3	1	1	2	0	0	0	0	0	1	1	4	6	3	3	0	0	1	0
CGATENSMUST00000021020JUNC00397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
CGATENSMUST00000090040JUNC00398	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000090040JUNC00399	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000108255JUNC00401	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0
CGATENSCAFT00000014801JUNC00404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0
CGATENSMUST00000106845JUNC00405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSCAFT00000025396JUNC00410	1	0	0	1	3	4	0	0	1	0	1	0	1	2	2	3	6	9	0	1	0	1	0	3	1	0	5	4	3	2	4	1
CGATENSCAFT00000025396JUNC00411	1	1	4	3	11	9	1	1	0	1	0	1	2	1	1	0	6	4	1	0	1	0	2	1	0	0	9	7	11	12	1	1
CGATENSCAFT00000025396JUNC00412	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
CGATENSCAFT00000025396JUNC00413	0	0	0	0	6	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0
CGATENSMUST00000028356JUNC00416	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000163419JUNC00417	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	1	2	1	1	0	0	0	2	1	2	2	0	1	0	0	2
CGATENSMUST00000149322JUNC00418	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSCAFT00000022521JUNC00419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000089610JUNC00422	0	0	0	0	10	12	0	0	4	2	4	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000089610JUNC00423	0	0	0	0	11	12	0	0	3	1	3	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2
CGATENSMUST00000089610JUNC00424	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CGATENSMUST00000089610JUNC00425	0	0	1	0	5	4	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	2	3	3	0	0	0	1	0
CGATENSCAFT00000045783JUNC00427	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	2	2	2	2	1	1	0	0	14	15	2	0	4	4	2	1
CGATENSCAFT00000026408JUNC00430	5	4	1	3	29	28	0	4	10	5	10	5	6	5	4	6	32	30	10	7	0	1	5	8	35	34	4	2	13	8	3	8
CGATENSCAFT00000026408JUNC00431	7	6	1	3	25	31	0	3	12	3	12	3	4	4	6	4	38	29	12	6	0	1	5	7	32	34	3	4	5	9	6	9
CGATENSMUST00000084170JUNC00433	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSCAFT00000047561JUNC00438	0	0	0	0	7	7	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CGATENSMUST00000088614JUNC00439	1	0	0	0	24	19	1	0	1	0	1	0	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000121715JUNC00443	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CGATENSMUST00000109266JUNC00446	1	1	0	1	1	1	1	0	4	2	4	2	1	1	0	0	0	0	3	1	1	0	2	0	2	2	1	0	0	0	3	1
CGATENSMUST00000162349JUNC00447	0	0	0	0	4	4	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2	0	0	1	0
CGATENSMUST00000162349JUNC00448	0	0	0	0	14	11	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	2	2	1	0	1	0
CGATENSMUST00000020915JUNC00449	0	0	0	1	1	3	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	2	0	0	0	1
CGATENSMUST00000163569JUNC00450	1	1	2	8	12	16	6	2	4	5	4	5	11	6	4	4	10	9	5	5	0	0	1	3	10	13	4	9	2	2	10	8
CGATENSMUST00000207077JUNC00456	0	0	3	4	1	0	2	1	0	0	0	0	2	2	0	3	0	0	0	0	1	0	2	0	0	0	4	4	0	0	0	1
CGATENSMUST00000199704JUNC00460	0	1	0	2	21	17	0	0	0	0	0	0	1	1	1	0	2	1	0	2	0	0	2	1	1	6	7	9	4	4	9	4
CGATENSCAFT00000002839JUNC00461	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1
CGATENSMUST00000114859JUNC00464	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
CGATENSMUST00000176629JUNC00466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CGATENSMUST00000088546JUNC00468	3	2	7	11	37	42	5	7	6	5	6	5	32	28	27	33	31	20	20	13	2	1	8	10	47	41	16	7	6	7	23	26
CGATENSMUST00000190052JUNC00470	1	0	0	0	11	8	1	1	2	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	3	2	0	1	1	1	0	0
CGATENSMUST00000190052JUNC00471	2	2	0	0	17	9	0	0	2	1	2	1	0	0	0	1	2	0	0	1	1	0	0	0	3	3	0	1	0	1	0	0
CGATENSMUST00000107195JUNC00472	0	0	0	0	0	0	0	0	3	1	3	1	0	0	0	0	0	1	0	0	0	0	7	3	0	0	0	0	0	0	0	0
CGATENSMUST00000098871JUNC00473	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
CGATENSCAFT00000010542JUNC00476	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000115388JUNC00484	0	1	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000115388JUNC00485	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	2	1	0	1	0	0	0
CGATENSMUST00000115388JUNC00486	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000076715JUNC00490	1	3	5	1	9	10	8	5	24	20	24	20	3	3	3	2	17	15	41	42	1	2	16	19	7	9	8	9	4	1	1	2
CGATENSMUST00000109574JUNC00497	6	3	0	1	6	5	0	1	2	0	2	0	6	8	0	0	5	8	3	4	2	0	1	2	1	0	5	3	1	4	2	1
CGATENSMUST00000059042JUNC00499	0	0	0	0	22	23	0	0	0	1	0	1	1	2	1	0	2	3	0	0	0	0	0	0	0	1	1	1	1	1	4	1
CGATENSMUST00000049790JUNC00500	0	1	0	0	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000049790JUNC00501	0	1	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000066824JUNC00502	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000072481JUNC00503	1	1	0	0	12	9	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000031405JUNC00504	0	0	1	2	0	0	3	3	1	1	1	1	7	9	0	0	4	7	0	0	0	0	4	1	0	0	2	3	0	0	3	0
CGATENSMUST00000111564JUNC00507	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
CGATENSMUST00000063905JUNC00508	1	1	1	1	7	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000063905JUNC00511	4	1	0	0	9	13	0	0	4	5	4	5	2	0	0	0	3	4	1	0	0	1	1	0	0	1	1	1	3	1	1	5
CGATENSMUST00000063905JUNC00512	4	1	1	1	10	14	0	0	4	5	4	5	3	1	0	0	1	4	1	0	0	0	1	2	0	1	1	1	6	3	2	5
CGATENSMUST00000094609JUNC00517	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	4	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0
CGATENSCAFT00000048373JUNC00519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CGATENSCAFT00000025062JUNC00521	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSCAFT00000025062JUNC00522	0	0	0	0	4	3	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSCAFT00000025062JUNC00523	0	0	0	0	24	14	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CGATENSMUST00000088646JUNC00525	0	0	6	7	23	10	1	2	5	16	5	16	41	25	3	4	12	10	4	3	1	2	1	0	8	9	13	11	5	4	9	7
CGATENSMUST00000088644JUNC00527	0	0	1	0	2	1	0	0	1	2	1	2	5	6	0	0	0	0	2	3	0	0	0	0	0	0	0	1	1	0	0	1
CGATENSCAFT00000044406JUNC00528	1	2	0	1	19	14	0	1	5	1	5	1	1	1	0	3	2	2	0	1	0	0	2	3	4	8	2	2	1	2	3	1
CGATENSMUST00000207225JUNC00529	12	10	24	19	30	30	19	19	17	20	17	20	41	33	25	17	39	37	25	25	10	5	13	17	49	59	32	35	6	8	30	30
CGATENSMUST00000190837JUNC00530	0	0	1	2	0	1	2	1	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	3	2	14	11	0	0	0	0
CGATENSMUST00000109261JUNC00531	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	1	1	1	0	0	0	0	0	2	3	1	0	0	0	0	5
CGATENSMUST00000112159JUNC00534	1	0	0	1	6	6	0	2	2	0	2	0	1	4	1	2	3	2	7	6	1	1	1	2	6	4	3	2	3	2	11	10
CGATENSMUST00000100332JUNC00536	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	15	15	0	0
CGATENSMUST00000108049JUNC00537	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CGATENSMUST00000166199JUNC00544	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000074046JUNC00545	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
CGATENSMUST00000074046JUNC00546	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CGATENSMUST00000210785JUNC00551	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
CGATENSMUST00000079746JUNC00554	12	8	26	19	37	34	10	13	9	9	9	9	20	15	5	8	28	25	14	8	8	10	9	7	50	44	18	22	9	9	2	1
CGATENSMUST00000097837JUNC00558	0	0	30	36	1	0	0	3	1	0	1	0	34	28	0	0	4	1	0	0	5	2	1	0	0	0	7	6	0	0	8	18
CGATENSMUST00000085255JUNC00559	1	0	4	10	0	2	8	8	0	0	0	0	2	2	0	0	0	1	0	0	3	1	1	0	1	1	18	16	2	2	0	2
CGATENSMUST00000085255JUNC00560	0	0	7	2	1	2	6	1	0	4	0	4	1	0	1	1	1	0	0	0	2	0	0	3	1	1	16	23	7	6	3	4
CGATENSMUST00000090924JUNC00562	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000159063JUNC00565	1	1	1	0	0	0	0	2	0	4	0	4	0	0	0	1	0	1	0	1	0	1	2	2	2	1	1	1	1	2	2	1
CGATENSMUST00000197074JUNC00567	0	0	0	0	0	1	0	0	1	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2
CGATENSMUST00000119464JUNC00568	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000031053JUNC00569	0	0	0	0	0	0	29	28	0	0	0	0	43	34	55	49	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000100168JUNC00570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CGATENSCAFT00000018789JUNC00571	0	0	0	0	149	145	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
CGATENSCAFT00000018789JUNC00572	0	0	0	1	180	181	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CGATENSCAFT00000018789JUNC00573	0	0	9	9	52	61	1	0	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0	0	0	26	29	0	2	0	0
CGATENSCAFT00000031276JUNC00578	3	4	7	4	25	18	3	1	15	4	15	4	89	98	2	2	21	22	20	13	5	5	4	1	8	8	5	8	7	5	3	1
CGATENSCAFT00000031276JUNC00579	6	7	8	5	11	21	5	3	11	9	11	9	89	86	3	3	14	12	17	17	6	3	7	5	10	8	3	3	7	7	3	3
CGATENSMUST00000111930JUNC00580	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000105362JUNC00583	1	3	8	6	12	8	2	4	6	5	6	5	5	5	2	3	10	12	12	4	3	5	9	7	14	11	20	11	16	14	7	7
CGATENSMUST00000105362JUNC00584	4	3	6	3	2	3	1	1	6	3	6	3	3	5	1	1	13	12	7	4	2	4	4	5	8	9	8	10	12	9	6	3
CGATENSMUST00000113780JUNC00585	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSCAFT00000022782JUNC00587	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
CGATENSCAFT00000022782JUNC00588	0	0	0	0	96	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
CGATENSMUST00000077182JUNC00589	0	0	0	0	2	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGATENSMUST00000164290JUNC00590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
CGATENSMUST00000173516JUNC00591	12	11	3	3	54	50	20	17	5	3	5	3	22	27	3	8	34	40	0	2	0	0	5	2	29	30	10	16	5	6	17	15
CGATENSCAFT00000038867JUNC00592	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
