Junctions	Brain_13	Brain_26	Brain_39	Colon_20	Colon_33	Colon_7	Duodenum_17	Duodenum_30	Duodenum_4	Esophagus_12	Esophagus_25	Esophagus_38	Heart_24	Heart_37	Ileum_19	Ileum_32	Ileum_6	Jejunum_18	Jejunum_31	Jejunum_5	Kidney_21	Kidney_34	Kidney_8	Liver_15	Liver_28	Liver_2	Muscle_22	Muscle_35	Muscle_9	Pancreas_14	Pancreas_1	Pancreas_27	Stomach_16	Stomach_29	Stomach_3	Thymus_10	Thymus_23	Thymus_36
CGAMUSTENST00000367895JUNC00736	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000460012JUNC00738	1	0	0	2	5	3	0	0	1	0	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0
CGAMUSTENST00000460012JUNC00739	1	1	1	1	8	8	1	2	1	0	0	0	0	0	1	0	7	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0
CGAMUSTENST00000376460JUNC00744	29	15	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000376460JUNC00745	18	21	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000338631JUNC00746	1	4	6	0	1	0	0	0	1	0	0	0	1	1	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	4	6
CGAMUSTENST00000523662JUNC00748	4	4	3	7	8	12	3	7	3	3	3	4	1	3	6	1	3	8	8	0	2	4	5	0	0	1	1	0	0	0	1	0	4	4	3	10	15	9
CGAMUSTENST00000383766JUNC00749	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000355460JUNC00753	3	1	1	3	1	1	1	2	3	9	6	10	9	15	0	2	4	4	1	2	5	1	0	0	0	6	33	38	23	0	0	0	4	1	2	5	2	5
CGAMUSTENST00000485910JUNC00754	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000353284JUNC00755	23	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CGAMUSTENST00000353284JUNC00756	15	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000047433JUNC00763	0	1	3	0	0	1	0	0	0	0	3	1	8	3	0	0	0	0	0	0	3	5	4	0	0	1	2	2	2	0	0	0	2	6	2	1	1	1
CGAMUSTENST00000380393JUNC00765	35	22	32	1	1	2	0	0	0	1	1	4	0	2	0	3	1	1	1	1	1	0	1	2	0	2	3	0	0	0	0	0	2	1	3	4	2	3
CGAMUSTENST00000380393JUNC00766	21	16	33	1	0	2	0	0	0	1	1	9	5	4	1	3	1	0	0	0	1	4	3	6	0	2	0	0	0	0	0	0	2	1	1	4	3	2
CGAMUSTENSCAFT00000048937JUNC00769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CGAMUSTENSCAFT00000025233JUNC00772	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000382974JUNC00773	2	0	3	0	1	3	0	0	0	1	2	2	0	1	1	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
CGAMUSTENST00000360911JUNC00774	29	27	21	0	2	1	3	1	1	2	3	3	2	2	0	0	0	1	0	2	0	0	1	1	0	0	1	3	2	0	0	0	0	0	2	9	5	8
CGAMUSTENSCAFT00000000182JUNC00782	1	1	0	0	0	0	0	0	0	9	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	579	242	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000349721JUNC00785	8	7	7	5	6	8	5	2	4	2	2	5	4	2	0	4	1	5	4	1	20	26	24	7	1	3	2	3	4	0	0	0	2	3	0	5	8	6
CGAMUSTENST00000349721JUNC00786	12	15	5	8	10	8	3	1	3	10	3	14	5	2	0	4	4	1	6	7	30	40	25	16	8	10	5	0	2	0	0	0	8	5	8	5	5	10
CGAMUSTENST00000345598JUNC00789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CGAMUSTENST00000389707JUNC00790	1	5	4	7	10	9	2	3	4	2	3	4	0	2	1	3	3	5	3	3	1	1	2	1	0	0	4	4	1	0	0	0	3	2	4	6	5	10
CGAMUSTENST00000318789JUNC00793	4	9	6	7	20	11	8	1	1	3	5	4	2	2	3	1	8	6	3	1	1	3	4	1	0	1	0	1	0	1	2	0	5	3	6	11	11	11
CGAMUSTENST00000615603JUNC00796	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000355842JUNC00798	19	12	20	10	11	6	1	2	3	10	6	11	6	11	3	2	5	7	3	5	1	5	1	0	0	1	6	4	4	0	0	0	3	3	7	11	3	10
CGAMUSTENST00000355842JUNC00799	14	29	24	3	5	6	2	1	3	4	9	7	10	10	2	2	5	6	2	2	1	3	2	0	0	2	9	4	7	0	1	2	3	3	1	6	0	8
CGAMUSTENST00000355842JUNC00800	4	3	2	0	0	0	2	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CGAMUSTENSCAFT00000035418JUNC00801	4	7	4	9	3	5	4	8	2	6	4	9	6	7	1	3	3	7	5	7	9	18	12	1	0	1	1	1	0	0	0	0	9	4	5	0	1	1
CGAMUSTENST00000379655JUNC00802	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000427057JUNC00804	1	2	0	1	2	4	5	2	0	0	0	1	0	1	0	0	2	5	2	4	2	3	2	0	0	0	0	0	0	0	0	0	0	1	0	10	5	5
CGAMUSTENST00000228820JUNC00805	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CGAMUSTENSCAFT00000023202JUNC00806	6	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000023202JUNC00807	34	33	31	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000379933JUNC00809	3	3	7	6	11	8	7	5	7	5	3	5	3	3	1	2	9	8	2	8	3	10	2	2	0	0	1	0	0	0	0	0	8	2	3	6	0	3
CGAMUSTENST00000453424JUNC00812	4	8	4	0	0	0	1	1	0	0	1	2	0	0	0	0	1	0	1	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000453424JUNC00813	7	7	7	5	4	3	4	8	13	4	1	6	2	2	3	4	3	1	3	1	11	5	14	7	0	7	2	2	1	1	0	0	4	1	2	0	3	2
CGAMUSTENST00000533624JUNC00823	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000048787JUNC00827	0	1	1	8	7	6	4	4	4	10	11	20	6	17	1	4	3	10	2	2	8	9	6	4	0	4	7	16	14	0	0	0	7	3	7	1	1	1
CGAMUSTENSCAFT00000029499JUNC00828	0	1	0	7	11	13	15	10	13	20	21	17	0	1	6	7	7	11	8	15	23	21	32	4	0	10	0	0	0	0	1	0	17	20	25	1	1	1
CGAMUSTENSCAFT00000029499JUNC00829	6	4	4	5	15	19	13	6	4	19	15	15	3	7	5	5	16	13	13	8	27	36	24	11	2	8	8	8	7	0	1	0	19	28	20	1	1	2
CGAMUSTENST00000373800JUNC00831	2	0	1	2	1	3	3	1	10	4	3	3	1	0	0	0	2	3	0	3	4	3	2	1	0	2	0	4	2	0	0	0	2	0	1	7	5	7
CGAMUSTENST00000349460JUNC00832	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CGAMUSTENST00000347529JUNC00833	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000047353JUNC00835	6	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CGAMUSTENSCAFT00000047353JUNC00836	5	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CGAMUSTENSCAFT00000047353JUNC00837	0	1	0	0	0	0	0	3	2	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000597639JUNC00840	0	0	0	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CGAMUSTENST00000414276JUNC00842	0	0	0	1	1	2	1	0	0	0	2	0	0	0	1	3	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
CGAMUSTENST00000355301JUNC00846	0	0	4	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	2	0	1	0	0	1	2	0	0	0	0	2	0	1	0	1	1
CGAMUSTENST00000622612JUNC00850	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000502264JUNC00856	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000507510JUNC00858	3	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000507510JUNC00859	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000507336JUNC00860	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000553186JUNC00863	5	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000355637JUNC00865	21	27	23	0	0	0	0	0	0	3	1	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	13	18	24	0	0	0	0	0	0	0	0	1
CGAMUSTENST00000355637JUNC00866	20	27	25	0	0	0	0	0	0	6	6	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	32	33	30	0	0	0	1	0	0	0	0	0
CGAMUSTENST00000532791JUNC00868	3	5	3	1	1	0	1	0	0	1	2	8	0	0	0	0	0	0	0	2	3	0	2	0	0	0	2	3	1	0	0	0	0	0	1	0	1	0
CGAMUSTENST00000380943JUNC00872	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CGAMUSTENSCAFT00000013081JUNC00874	2	1	5	0	2	0	1	1	0	1	0	4	1	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	2
CGAMUSTENST00000524238JUNC00875	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000553424JUNC00878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000418153JUNC00881	0	3	1	0	4	0	0	1	0	0	3	3	1	1	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	1	2	3	3
CGAMUSTENSCAFT00000048038JUNC00883	7	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000048038JUNC00884	9	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000379024JUNC00885	38	29	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000379024JUNC00886	35	39	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000379024JUNC00887	42	44	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000425651JUNC00888	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000425651JUNC00889	6	15	9	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000049905JUNC00892	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000400308JUNC00897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000409156JUNC00900	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CGAMUSTENST00000311042JUNC00902	12	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000329654JUNC00904	12	7	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000329654JUNC00905	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000461822JUNC00908	0	1	1	0	1	1	1	0	2	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1
CGAMUSTENST00000485396JUNC00909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000257190JUNC00912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000393802JUNC00919	4	4	4	1	3	7	3	0	3	5	3	3	2	6	1	2	2	4	0	2	2	4	4	1	0	2	2	1	2	0	0	0	4	0	0	3	2	2
CGAMUSTENST00000406122JUNC00920	13	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CGAMUSTENST00000406122JUNC00921	15	23	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CGAMUSTENST00000419554JUNC00922	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	1	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	3	2
CGAMUSTENST00000367470JUNC00924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000397042JUNC00927	5	3	11	1	3	4	3	2	0	3	3	2	0	3	1	0	2	3	2	1	2	3	2	1	0	0	2	2	4	0	0	0	2	1	1	5	2	1
CGAMUSTENST00000563795JUNC00935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CGAMUSTENST00000325805JUNC00939	2	0	1	1	3	7	2	1	2	4	2	5	3	1	1	0	2	1	3	3	6	0	2	0	0	0	0	0	1	0	0	0	0	1	0	6	3	0
CGAMUSTENST00000325805JUNC00940	0	3	1	2	3	3	3	0	2	1	1	1	0	4	2	0	4	4	0	3	3	4	1	2	0	0	0	0	0	0	0	0	3	4	1	2	2	1
CGAMUSTENST00000357948JUNC00942	1	1	2	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CGAMUSTENST00000357948JUNC00943	11	22	21	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CGAMUSTENSCAFT00000048687JUNC00946	3	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000048687JUNC00947	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000030985JUNC00948	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000450333JUNC00958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CGAMUSTENST00000634349JUNC00960	0	0	2	0	1	0	0	0	0	0	0	1	0	5	0	0	1	2	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	3
CGAMUSTENST00000634349JUNC00961	2	0	0	3	1	5	4	4	0	1	2	0	1	2	3	3	1	6	4	1	0	0	2	0	0	0	6	1	1	0	0	0	2	2	6	2	1	3
CGAMUSTENST00000411744JUNC00962	0	0	0	1	3	6	0	0	0	1	0	1	0	0	0	1	2	2	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0
CGAMUSTENST00000333640JUNC00963	19	14	20	4	1	1	2	0	0	3	4	2	2	2	0	2	0	0	2	1	5	6	4	1	0	0	3	1	4	0	0	0	1	3	1	16	10	10
CGAMUSTENST00000333640JUNC00964	4	3	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	7	3
CGAMUSTENSCAFT00000020300JUNC00967	10	26	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CGAMUSTENSCAFT00000020300JUNC00968	12	11	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000020300JUNC00969	17	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
CGAMUSTENSCAFT00000020300JUNC00970	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000020300JUNC00971	2	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000454295JUNC00973	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
CGAMUSTENST00000498729JUNC00974	5	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CGAMUSTENST00000498729JUNC00975	7	5	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CGAMUSTENST00000409297JUNC00976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000295605JUNC00977	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000230882JUNC00979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000357703JUNC00980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000539851JUNC00982	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000528402JUNC00983	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CGAMUSTENST00000372440JUNC00986	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000372440JUNC00987	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000418533JUNC00992	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2
CGAMUSTENST00000409532JUNC00995	0	0	0	0	0	1	0	1	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CGAMUSTENST00000291722JUNC00996	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CGAMUSTENST00000535346JUNC00997	3	5	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
CGAMUSTENST00000257414JUNC00998	2	3	10	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000257414JUNC00999	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000360760JUNC01001	0	0	1	1	3	1	8	2	2	4	0	2	0	2	3	2	3	8	5	2	0	1	1	0	0	0	0	1	1	0	0	0	4	1	3	0	0	0
CGAMUSTENSCAFT00000007444JUNC01004	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	8	8	8
CGAMUSTENSCAFT00000007444JUNC01005	0	0	0	0	0	0	0	0	0	87	93	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	180	207	0	0	0	0	0	0	0	0	0
CGAMUSTENSCAFT00000007444JUNC01006	1	0	0	0	0	0	0	0	0	66	79	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	167	179	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000376113JUNC01007	25	19	27	7	8	5	7	3	2	38	48	35	4	5	1	2	4	3	3	9	8	5	5	2	0	5	293	189	258	0	3	2	5	6	8	9	9	16
CGAMUSTENST00000357970JUNC01008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000393041JUNC01010	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000352848JUNC01011	12	9	6	4	5	6	3	2	1	117	125	75	1	1	0	2	2	1	2	4	3	1	2	2	2	0	117	83	84	0	2	0	5	3	3	8	7	8
CGAMUSTENST00000383677JUNC01012	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2
CGAMUSTENST00000348120JUNC01019	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000366565JUNC01020	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CGAMUSTENST00000366565JUNC01021	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CGAMUSTENST00000536344JUNC01022	3	1	4	1	0	1	1	0	2	1	2	1	1	1	0	1	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	1	2	1	0	2	0
CGAMUSTENST00000584985JUNC01025	53	55	54	3	2	5	2	3	3	8	5	8	3	7	1	0	1	1	2	3	0	0	4	0	0	1	8	4	8	0	0	0	0	2	1	2	0	0
CGAMUSTENST00000359774JUNC01028	3	4	6	7	8	8	7	2	2	6	3	10	8	12	1	0	9	7	6	4	6	7	8	0	0	1	5	7	1	1	2	0	14	14	14	3	3	5
CGAMUSTENST00000449182JUNC01032	5	3	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CGAMUSTENST00000627217JUNC01036	0	0	0	3	14	13	2	3	8	0	2	1	0	0	5	4	7	7	2	8	0	0	0	1	0	0	0	0	0	0	0	0	3	1	4	0	1	0
CGAMUSTENST00000627217JUNC01037	0	0	3	6	15	19	5	4	13	0	0	3	0	0	6	6	12	12	3	2	3	1	1	2	0	1	0	0	0	0	0	0	1	1	1	0	1	1
