Junctions	ADRENALGLAND_BEMD	BLOOD_BEGL	BRAIN_BEGL	CEREBELLUM_BESH	CEREBELLUM_GSMD	CORTEX_BESH	GUTCOLON_BEMD	H01_GRET	H01_LABR	H06_PODL	HAIRFOLLICULE_LABR	HEART_BEGL	JEJUNUM_LABR	KERATINOCYTE_BEGL	KIDNEY_BEGL	LIVER_BEGL	LUNG_BEGL	MAMMARYGLAND_GSMD	MUSCLE_BEGL	NOSE01_LABR	NOSE02_LABR	NOSE03_LABR	OLFBULB_GSMD	OVARY_BEGL	PANCREAS_BESH	RETINA_BOCL	SKIN_BEGL	SKIN_GSMD	SPINALCORD_GSMD	SPLEEN_BESH	TESTIS_BEGL	THYMUS_SLKI
CGACAFTENST00000381381JUNC02230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000111749JUNC02231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000077160JUNC02232	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CGACAFTENST00000498729JUNC02234	1	0	1040	273	139	337	3	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	44	0	0	2	1	0	94	2	2	0
CGACAFTENST00000498729JUNC02235	1	0	660	227	123	255	3	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	51	0	2	2	1	0	78	4	0	0
CGACAFTENST00000498729JUNC02236	0	0	67	34	19	28	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	15	0	1	0	0	1	8	1	0	0
CGACAFTENSMUST00000171796JUNC02237	0	0	50	32	39	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	4	0	0	0
CGACAFTENSMUST00000171796JUNC02238	1	0	38	41	47	17	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	0	2	0	0	0
CGACAFTENSMUST00000112958JUNC02239	0	0	245	275	168	125	3	2	3	0	1	0	3	1	4	0	2	1	0	3	0	3	48	0	1	4	0	0	74	8	1	0
CGACAFTENSMUST00000112958JUNC02240	0	0	224	245	123	136	4	2	3	0	1	0	3	2	4	0	2	0	0	2	0	2	41	0	2	3	0	0	78	6	1	0
CGACAFTENST00000369697JUNC02241	0	1	32	61	46	27	0	0	1	0	0	14	0	0	1	0	0	0	1	0	0	0	8	0	0	0	0	0	2	0	0	0
CGACAFTENST00000465261JUNC02244	0	0	20	2	8	19	5	3	1	3	2	0	1	2	0	0	1	4	0	18	16	35	37	3	0	0	0	27	6	0	11	0
CGACAFTENSMUST00000207659JUNC02247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000103099JUNC02250	0	0	1	0	1	1	1	3	3	1	1	0	0	3	0	2	1	2	1	9	14	6	0	0	0	2	0	8	0	0	1	5
CGACAFTENSMUST00000103099JUNC02251	0	2	1	0	0	1	1	1	1	4	2	0	0	2	0	1	1	1	0	13	14	3	0	1	0	0	4	8	0	1	0	2
CGACAFTENSMUST00000107213JUNC02252	1	0	4	38	21	2	3	7	1	11	3	0	2	29	1	0	1	6	0	13	6	18	33	0	0	4	5	18	6	1	1	4
CGACAFTENST00000296933JUNC02253	6	2	13	6	11	16	3	12	2	7	16	3	8	19	5	0	6	7	0	16	19	21	13	2	0	3	6	26	13	11	3	6
CGACAFTENST00000393802JUNC02254	10	4	50	19	16	27	21	15	15	15	7	8	8	13	8	3	7	7	1	28	14	12	7	7	0	7	3	7	15	22	3	6
CGACAFTENSMUST00000076383JUNC02255	0	0	9	6	4	6	0	3	1	1	2	1	0	2	2	0	1	0	0	3	7	5	13	1	0	0	0	5	7	1	2	2
CGACAFTENST00000392727JUNC02256	2	1	0	3	4	0	1	0	4	0	0	1	7	1	1	0	1	0	0	1	4	2	2	0	0	0	6	4	3	2	0	1
CGACAFTENST00000340208JUNC02259	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	2	0	0	0
CGACAFTENST00000626391JUNC02260	3	3	3	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	9	0	0	0	0	0	0	3	0	0
CGACAFTENSMUST00000112081JUNC02261	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000112079JUNC02262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000113713JUNC02265	1	0	1	2	1	2	2	0	1	0	1	1	0	3	2	0	0	1	1	3	0	4	0	0	0	0	0	0	0	3	0	1
CGACAFTENST00000506128JUNC02266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000438313JUNC02267	76	4	9	7	14	8	6	19	12	6	3	0	0	2	0	0	1	4	0	12	8	6	22	4	0	31	26	34	23	0	13	270
CGACAFTENST00000510624JUNC02268	0	37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	151
CGACAFTENST00000379951JUNC02269	26	42	1	1	0	0	3	4	5	1	0	0	1	0	0	0	0	0	0	0	1	0	2	3	0	8	22	0	1	8	2	293
CGACAFTENST00000372066JUNC02272	0	1	2	0	0	0	0	0	455	21	0	1423	0	0	0	0	1	0	1885	0	0	0	1	1	0	0	64	0	1	2	1	0
CGACAFTENSMUST00000090040JUNC02273	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000090040JUNC02274	0	0	0	0	0	0	0	0	11	0	0	14	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000528402JUNC02275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000375814JUNC02278	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000361452JUNC02283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0
CGACAFTENST00000334961JUNC02284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000361676JUNC02285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000413209JUNC02286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000111831JUNC02288	29	0	113	83	77	80	0	0	1	0	8	1	0	4	1	0	41	7	18	8	4	6	56	10	0	0	2	6	9	1	31	0
CGACAFTENST00000313695JUNC02289	9	7	24	47	39	25	15	10	2	4	4	8	3	10	4	0	9	3	0	1	3	1	18	4	0	9	3	3	15	9	3	29
CGACAFTENSMUST00000177498JUNC02290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000410079JUNC02293	0	0	10	15	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	4	0	0	0
CGACAFTENST00000508530JUNC02294	14	1	9	24	27	19	18	14	13	19	16	2	21	23	5	1	9	16	1	27	20	24	10	5	3	10	17	13	13	12	8	10
CGACAFTENSMUST00000035201JUNC02295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000218004JUNC02296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CGACAFTENSMUST00000077128JUNC02297	0	0	19	33	26	7	1	0	3	0	0	5	0	0	4	0	3	2	0	0	1	0	15	10	0	0	0	1	10	4	1	4
CGACAFTENST00000292807JUNC02305	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	2	3	3	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000292807JUNC02306	37	1	6	23	21	11	6	3	1	5	12	1	11	4	5	3	0	10	0	12	38	12	4	9	3	12	4	12	8	17	1	14
CGACAFTENST00000394943JUNC02307	19	2	6	70	38	11	111	62	29	41	57	9	51	237	19	5	15	36	2	56	33	45	10	13	13	30	22	22	23	25	4	15
CGACAFTENST00000394943JUNC02308	12	1	4	30	9	4	51	34	13	16	31	4	39	182	12	6	4	28	0	42	18	32	6	3	2	19	16	16	11	7	0	17
CGACAFTENSMUST00000163653JUNC02316	2	0	1	11	0	1	0	3	0	0	1	0	0	1	1	1	6	0	1	1	5	4	1	6	1	2	2	0	3	1	2	0
CGACAFTENSMUST00000163653JUNC02317	4	0	2	12	4	1	2	1	0	0	2	0	1	1	1	2	9	6	0	3	7	7	1	12	0	1	3	1	2	6	3	0
CGACAFTENSMUST00000163653JUNC02318	2	0	4	9	0	3	1	0	0	0	2	1	1	1	3	0	5	4	0	5	6	4	0	2	1	1	0	4	0	1	2	1
CGACAFTENST00000426851JUNC02322	20	8	30	34	33	28	16	13	11	6	10	11	8	14	24	8	35	12	11	24	23	21	37	21	6	14	12	17	18	28	19	55
CGACAFTENSMUST00000114598JUNC02323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000198316JUNC02325	0	0	97	76	39	59	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	70	0	0	0	2	0	1	0	9	0
CGACAFTENSMUST00000101144JUNC02326	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000202028JUNC02328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000109574JUNC02329	2	0	73	77	39	44	10	16	3	22	3	8	5	7	9	0	26	12	0	14	15	6	39	10	4	8	15	9	47	14	17	0
CGACAFTENSMUST00000109574JUNC02330	16	0	12	14	0	34	31	52	11	106	15	0	1	39	6	1	19	32	1	42	50	66	26	28	3	17	28	27	105	6	24	0
