Junctions	ADRENALGLAND_BEMD	BLOOD_BEGL	BRAIN_BEGL	CEREBELLUM_BESH	CEREBELLUM_GSMD	CORTEX_BESH	GUTCOLON_BEMD	H01_GRET	H01_LABR	H06_PODL	HAIRFOLLICULE_LABR	HEART_BEGL	JEJUNUM_LABR	KERATINOCYTE_BEGL	KIDNEY_BEGL	LIVER_BEGL	LUNG_BEGL	MAMMARYGLAND_GSMD	MUSCLE_BEGL	NOSE01_LABR	NOSE02_LABR	NOSE03_LABR	OLFBULB_GSMD	OVARY_BEGL	PANCREAS_BESH	RETINA_BOCL	SKIN_BEGL	SKIN_GSMD	SPINALCORD_GSMD	SPLEEN_BESH	TESTIS_BEGL	THYMUS_SLKI
CGACAFTENSMUST00000068698JUNC01983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000394235JUNC01984	33	16	8	36	23	16	45	50	35	29	23	8	18	25	17	5	13	47	10	71	66	94	64	25	7	36	19	106	61	23	35	97
CGACAFTENST00000360027JUNC01985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CGACAFTENST00000377394JUNC01988	23	6	2	16	24	10	38	35	14	16	39	2	34	35	5	5	9	22	3	25	53	47	12	4	2	25	19	25	14	26	21	68
CGACAFTENST00000368989JUNC01990	24	4	63	67	26	56	28	15	7	8	16	11	48	33	81	31	81	26	9	16	9	21	49	29	7	37	16	16	113	65	17	10
CGACAFTENST00000368989JUNC01991	21	6	73	57	26	72	26	12	15	8	18	27	38	39	99	37	97	16	10	19	14	36	39	34	5	22	14	22	91	52	15	11
CGACAFTENSMUST00000048180JUNC01992	1	0	3	1	2	0	4	0	0	0	0	0	0	0	3	0	1	2	0	2	4	5	5	0	0	1	3	0	4	0	0	1
CGACAFTENST00000319770JUNC01993	106	55	30	49	52	48	120	89	54	59	91	20	53	67	45	17	63	71	19	99	76	118	40	36	17	82	88	86	35	124	45	229
CGACAFTENST00000355772JUNC01994	0	1	0	3	0	0	0	1	1	0	0	0	0	0	0	1	0	3	1	1	0	0	3	0	0	0	0	0	2	1	1	0
CGACAFTENSMUST00000112428JUNC01995	14	12	19	32	19	16	16	20	10	8	21	7	17	12	11	6	18	12	7	35	20	41	14	14	1	22	9	7	8	36	8	38
CGACAFTENSMUST00000112428JUNC01996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000566586JUNC01997	0	0	1	0	1	2	1	0	1	3	0	3	2	1	1	1	8	3	0	5	5	2	3	6	0	1	2	4	1	4	0	14
CGACAFTENSMUST00000079934JUNC01998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000430179JUNC01999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000203588JUNC02000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000337630JUNC02001	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	5	0	0	0	0	0	6	0	34	0
CGACAFTENST00000337630JUNC02002	0	1	2	0	0	1	0	0	0	2	0	0	0	1	0	0	2	0	1	0	0	0	0	3	0	0	0	0	6	0	1206	0
CGACAFTENST00000457134JUNC02003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000432710JUNC02004	0	3	2	0	0	0	0	0	0	1	0	12	0	3	0	1	1	0	3	0	0	0	0	6	0	0	3	0	0	0	6964	1
CGACAFTENST00000435881JUNC02005	305	60	401	214	166	140	257	150	127	139	181	425	308	198	148	44	105	155	100	242	203	287	142	240	94	120	162	123	93	137	65	152
CGACAFTENSMUST00000033811JUNC02009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000368471JUNC02011	36	29	73	62	58	45	14	105	15	34	36	14	7	61	10	10	32	26	1	96	60	80	92	22	6	51	24	48	56	95	13	96
CGACAFTENST00000405402JUNC02012	1	0	3	6	1	0	7	10	2	3	4	3	0	5	1	0	2	1	3	10	3	3	1	1	1	1	4	3	4	9	0	9
CGACAFTENST00000360761JUNC02015	0	0	0	83	13	0	0	3	0	0	1	0	0	0	0	0	1	6	0	1	3	0	9	3	0	3	0	0	1	0	0	3
CGACAFTENST00000360761JUNC02016	0	0	29	86	17	12	0	0	1	0	1	0	0	0	0	0	0	1	1	3	0	2	19	1	0	1	0	0	2	0	0	4
CGACAFTENST00000352832JUNC02017	0	0	21	184	58	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0
CGACAFTENST00000442258JUNC02018	0	0	3	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	24	0	0	0	0	0	2	0	0	1
CGACAFTENST00000502264JUNC02019	0	0	0	4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	2	0	0	0
CGACAFTENST00000513964JUNC02020	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000507510JUNC02021	0	0	5	14	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0
CGACAFTENST00000507609JUNC02022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000514079JUNC02023	0	0	2	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CGACAFTENST00000507896JUNC02024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000107786JUNC02025	1	0	1	4	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	1	0	0	2	0	0	0	0	0
CGACAFTENST00000303824JUNC02026	0	0	1	0	0	1	0	1	0	0	0	23	0	0	2	0	1	0	2	0	0	0	2	1	0	3	1	0	0	0	0	5
CGACAFTENST00000303824JUNC02027	0	0	5	0	0	3	0	1	0	0	0	41	0	1	5	0	0	0	6	1	0	0	7	0	0	1	0	0	2	0	4	10
CGACAFTENST00000419131JUNC02028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000412315JUNC02030	0	0	127	60	63	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
CGACAFTENST00000591462JUNC02033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000589838JUNC02034	106	46	44	47	39	22	108	69	44	88	103	29	118	74	98	40	74	80	9	47	68	63	21	92	41	103	106	57	31	71	36	107
CGACAFTENST00000381359JUNC02038	402	469	190	74	123	46	331	239	207	214	1142	473	397	171	360	298	417	149	425	1335	1904	1251	102	530	32	243	319	93	83	304	545	278
CGACAFTENST00000542384JUNC02041	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	2	0	0	0	0	2	1	3	0	0	0	1
CGACAFTENST00000377332JUNC02043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000621914JUNC02044	140	32	116	55	44	81	79	160	65	153	107	15	104	198	105	34	130	81	6	91	39	105	47	95	28	135	105	28	50	147	1887	108
CGACAFTENST00000374948JUNC02045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000357568JUNC02046	4	1	5	7	1	3	10	6	64	8	8	0	1	0	3	0	3	3	290	13	13	5	2	6	0	5	7	1	1	12	0	2
CGACAFTENST00000357568JUNC02047	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	1	1	0
CGACAFTENST00000349748JUNC02048	5	3	2	2	0	1	6	2	0	0	4	0	6	0	0	1	4	1	0	1	1	1	0	3	0	3	0	0	0	1	0	6
CGACAFTENSMUST00000028748JUNC02049	1	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	2	2	1	0	0	3	0	1	0	0	0	5	2	1
CGACAFTENSMUST00000114085JUNC02053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000310340JUNC02058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000099776JUNC02061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000422077JUNC02062	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	2	0	1
CGACAFTENST00000455220JUNC02063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000312046JUNC02068	2	7	4	2	0	3	2	9	12	11	13	11	4	18	2	5	13	11	2	31	6	32	6	15	3	3	5	23	7	5	48	10
CGACAFTENST00000463280JUNC02071	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	2	0	7	0	0	0	1	0	1	0	1	0	1
CGACAFTENST00000463280JUNC02072	1	11	17	34	46	20	2	1	4	3	4	0	2	2	0	1	1	4	1	9	9	21	32	0	1	5	4	21	16	5	1	9
CGACAFTENST00000341376JUNC02074	4	3	6	8	7	3	2	4	3	1	10	5	2	9	0	0	6	9	4	3	1	11	1	3	6	11	2	1	1	9	0	8
CGACAFTENSMUST00000159063JUNC02076	22	10	0	0	2	2	21	17	16	14	10	4	12	41	4	4	7	14	1	29	6	26	0	6	1	9	7	10	3	18	6	33
CGACAFTENSMUST00000081182JUNC02078	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3	2	3	0	1	0	1	0	1	0	0	0	3
CGACAFTENST00000447742JUNC02079	1	0	9	0	4	5	34	14	77	55	4	49	67	4	0	0	15	33	35	27	31	49	13	5	0	32	29	6	21	31	2	1
CGACAFTENST00000354227JUNC02080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000585517JUNC02081	116	46	7	17	34	18	44	76	19	37	48	10	32	76	6	13	34	52	8	24	39	46	9	25	4	71	32	45	22	42	6	44
CGACAFTENST00000404395JUNC02082	209	54	31	37	77	25	84	145	42	77	121	28	73	150	38	34	88	115	25	116	104	112	30	55	11	136	71	89	75	72	31	88
CGACAFTENST00000521652JUNC02084	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	0	0	1
CGACAFTENST00000519895JUNC02085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CGACAFTENST00000519895JUNC02086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
CGACAFTENST00000519895JUNC02087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000081554JUNC02089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000142664JUNC02090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000340062JUNC02091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000298032JUNC02092	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000049255JUNC02093	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	18	0
CGACAFTENSMUST00000077642JUNC02094	1	0	194	203	190	272	12	1	17	4	1	28	3	1	0	0	0	3	18	1	4	2	147	2	0	4	7	0	113	1	1	0
CGACAFTENSMUST00000113878JUNC02095	0	0	7	3	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000113582JUNC02096	0	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	1	0	1
CGACAFTENST00000536386JUNC02097	0	1	21	30	41	27	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	15	1	0	4	3	2	3	0	14	10
CGACAFTENST00000536386JUNC02098	2	0	34	59	43	22	0	0	1	1	1	0	4	4	2	0	2	1	0	3	0	1	18	1	1	0	2	1	3	0	24	19
CGACAFTENST00000536386JUNC02099	1	0	33	9	11	29	0	0	3	0	0	9	0	0	0	0	0	0	4	0	0	0	3	0	0	0	1	0	2	3	0	0
CGACAFTENST00000536386JUNC02100	1	0	27	16	15	17	1	0	5	0	0	5	0	0	0	0	0	0	5	0	0	0	6	0	0	0	1	0	2	4	0	0
CGACAFTENST00000545552JUNC02101	0	0	26	21	37	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0
CGACAFTENST00000545552JUNC02102	0	0	28	48	31	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0
CGACAFTENST00000545552JUNC02103	2	0	1	7	8	3	2	1	2	2	2	3	2	5	1	1	4	0	0	2	1	0	2	1	0	2	1	0	1	3	1	0
CGACAFTENSMUST00000111758JUNC02104	29	22	29	31	48	38	61	44	31	45	32	1	32	27	38	10	13	26	5	21	13	27	42	18	16	27	26	17	18	31	18	128
CGACAFTENSMUST00000203187JUNC02105	20	14	1	10	10	2	28	15	9	34	19	1	27	31	20	10	7	22	2	18	15	31	5	7	18	17	21	5	3	20	12	26
CGACAFTENST00000449247JUNC02107	21	3	11	14	7	8	10	9	5	15	9	5	11	6	13	3	4	2	3	8	7	13	6	11	2	7	4	5	3	14	4	12
CGACAFTENSMUST00000114151JUNC02108	206	8	4	16	8	13	143	76	76	107	76	41	91	83	111	30	24	35	35	76	44	87	1	77	24	33	56	22	26	55	157	45
CGACAFTENSMUST00000114151JUNC02109	208	28	41	56	41	59	175	90	70	98	112	40	141	177	166	13	33	70	38	136	62	149	38	106	27	48	93	96	72	60	148	163
CGACAFTENST00000591451JUNC02111	13	4	28	3	10	16	13	14	10	19	15	1	11	37	11	3	10	20	3	21	21	19	39	3	6	9	21	36	21	15	12	22
CGACAFTENSMUST00000113261JUNC02112	0	0	0	0	0	1	0	16	5	2	1	0	0	0	3	0	1	0	0	0	2	0	0	0	2	1	0	0	1	0	0	0
CGACAFTENST00000478691JUNC02114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000606561JUNC02115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000512091JUNC02116	5	0	26	6	8	4	2	4	9	0	15	6	0	1	11	0	2	1	1	72	24	55	2	9	0	1	9	18	15	3	7	0
CGACAFTENST00000512091JUNC02117	0	0	26	16	11	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	7	0	0	0
CGACAFTENST00000512091JUNC02118	1	0	35	18	9	29	0	0	0	0	4	0	0	0	3	0	0	0	0	3	2	2	20	0	0	0	1	0	7	0	0	0
CGACAFTENST00000512091JUNC02119	0	0	35	22	25	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	2	0	0	0
CGACAFTENST00000512091JUNC02120	0	0	31	27	15	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	1	0	0	0
CGACAFTENSMUST00000072521JUNC02121	0	0	2	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0
CGACAFTENST00000493089JUNC02123	5	12	11	5	8	3	12	11	1	9	9	7	9	14	6	6	26	8	2	29	11	15	2	10	0	10	6	3	3	11	12	15
CGACAFTENST00000484350JUNC02124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000615603JUNC02125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CGACAFTENST00000615603JUNC02126	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	1	0	2	0	0	1	1	0	0	2	0	0	0	2	3
CGACAFTENSMUST00000176565JUNC02127	0	13	11	2	0	7	9	12	2	11	1	5	0	6	4	3	22	3	0	15	5	10	1	5	0	8	2	5	7	7	2	11
CGACAFTENSMUST00000074346JUNC02128	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	3	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1
CGACAFTENST00000610722JUNC02131	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0
CGACAFTENST00000265187JUNC02132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000066559JUNC02134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000210061JUNC02135	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000530767JUNC02139	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1
CGACAFTENST00000527759JUNC02140	0	1	3	7	0	3	5	1	5	0	2	0	2	0	1	1	4	1	0	1	2	3	4	1	0	1	0	0	5	0	2	2
CGACAFTENST00000392348JUNC02141	17	12	4	12	9	4	17	34	17	21	4	2	25	49	19	4	10	8	6	70	51	75	22	4	2	12	15	99	21	20	9	44
CGACAFTENST00000538502JUNC02142	51	107	114	76	20	180	113	76	43	73	69	39	55	49	49	29	114	21	23	259	77	162	36	36	34	44	45	61	124	99	86	32
CGACAFTENSMUST00000109746JUNC02146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
CGACAFTENST00000274276JUNC02147	4	0	1	0	0	1	2	13	3	6	2	2	0	38	2	0	8	2	0	3	5	0	0	1	0	22	5	7	1	6	0	11
CGACAFTENST00000406818JUNC02153	10	2	8	11	5	5	1	32	8	18	26	1	2	44	5	7	5	10	2	24	17	28	1	5	15	4	5	8	9	12	2	2
CGACAFTENST00000404103JUNC02154	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0
CGACAFTENST00000407038JUNC02155	2	1	74	61	61	62	0	7	2	10	3	0	0	8	1	0	2	2	1	5	9	9	43	2	1	0	1	13	37	1	2	1
CGACAFTENST00000599686JUNC02158	45	4	17	18	14	16	20	51	17	15	25	9	12	50	7	2	6	26	3	87	31	76	11	18	6	20	21	29	18	28	4	30
CGACAFTENST00000397043JUNC02160	2	24	1	1	1	0	66	4	1	19	2	0	48	2	1	0	16	10	0	5	10	4	0	3	2	8	2	3	1	19	1	85
CGACAFTENST00000542407JUNC02161	0	0	13	65	37	2	9	4	2	10	3	1589	3	0	4	1	5	8	10	7	0	5	6	7	1	13	4	1	6	6	0	3
CGACAFTENST00000508216JUNC02162	0	0	13	71	46	8	0	0	5	7	1	2164	1	6	1	1	3	1	1	0	4	1	2	5	0	7	1	0	9	0	5	0
CGACAFTENST00000508216JUNC02163	0	0	16	85	54	8	0	0	393	47	1	2317	1	7	1	0	3	3	547	1	7	4	4	5	0	9	34	1	22	0	8	0
CGACAFTENST00000508216JUNC02164	0	0	6	58	42	6	0	0	513	61	0	1378	0	3	1	0	0	0	637	1	0	0	6	3	0	0	36	0	6	2	0	0
CGACAFTENST00000318007JUNC02165	0	0	0	0	0	0	0	0	88	10	0	2	0	0	0	0	0	0	220	0	0	0	0	1	0	0	3	0	0	0	0	0
CGACAFTENST00000318007JUNC02166	0	0	1	0	0	0	0	0	181	14	0	10	0	0	0	0	0	0	357	0	0	0	0	0	0	0	18	0	0	0	0	0
CGACAFTENST00000318007JUNC02167	0	0	1	0	0	0	0	0	270	20	0	443	0	0	0	0	0	0	414	0	0	1	0	0	0	0	27	0	0	0	0	0
CGACAFTENSMUST00000170361JUNC02168	0	0	0	0	0	0	0	0	1	0	0	474	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000200043JUNC02169	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000200043JUNC02170	0	0	1	26	17	3	0	1	2	0	0	212	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0
CGACAFTENST00000355288JUNC02172	0	0	1	0	0	0	11	5	7	6	26	2	38	11	124	1	2	4	17	5	1	5	0	2	0	2	18	10	7	0	0	2
CGACAFTENST00000355288JUNC02173	3	0	29	65	27	101	39	29	38	32	84	208	88	59	374	5	49	34	33	101	46	83	19	41	8	35	56	29	148	50	15	21
CGACAFTENST00000355288JUNC02174	1	0	27	58	30	81	65	27	31	45	112	134	88	54	261	5	23	36	12	106	49	76	12	29	8	45	86	25	197	49	19	19
CGACAFTENST00000616014JUNC02175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CGACAFTENST00000466396JUNC02180	0	0	0	0	0	1	0	2	1	3	0	0	3	3	0	0	0	0	0	1	3	1	0	0	0	0	1	0	2	0	0	0
CGACAFTENST00000358147JUNC02182	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CGACAFTENST00000409124JUNC02183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000546010JUNC02184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000588868JUNC02185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000397594JUNC02186	23	4	13	19	10	12	36	36	45	51	108	6	24	50	2	4	1	41	6	101	217	85	20	3	3	20	108	68	7	13	3	29
CGACAFTENSMUST00000097496JUNC02188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000444090JUNC02198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000441662JUNC02200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000379617JUNC02201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000371897JUNC02203	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000618547JUNC02206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENSMUST00000120475JUNC02207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000311489JUNC02208	1	0	3	1	3	1	2	0	2	0	0	0	2	0	0	0	1	7	1	0	0	0	3	0	0	0	1	31	9	3	1	0
CGACAFTENST00000381897JUNC02210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000349703JUNC02211	52	13	11	8	9	11	18	22	1	11	25	6	13	39	8	13	5	17	9	43	24	43	12	14	6	8	19	25	21	20	15	54
CGACAFTENST00000536344JUNC02212	0	1	7	13	9	2	1	2	1	0	1	0	1	2	1	0	4	7	0	10	10	5	5	2	1	1	1	3	2	2	0	0
CGACAFTENST00000369758JUNC02216	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CGACAFTENST00000368912JUNC02217	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000368914JUNC02218	7	1	34	79	135	21	15	9	5	2	28	12	5	4	25	1	7	6	6	10	8	9	35	21	0	22	12	5	23	22	27	12
CGACAFTENSMUST00000068243JUNC02220	0	1	0	0	0	0	0	0	0	0	2	2	0	9	3	0	2	2	0	3	1	6	2	1	3	0	1	2	0	2	2	5
CGACAFTENST00000356921JUNC02221	8	0	28	9	7	22	2	30	4	7	0	2	0	0	2	0	10	9	13	7	5	7	37	10	0	9	4	5	12	98	0	0
CGACAFTENST00000534137JUNC02222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGACAFTENST00000528359JUNC02223	0	0	0	1	0	0	0	0	9	1	0	1	0	0	0	0	0	0	25	2	0	0	2	0	0	0	3	0	0	1	0	0
CGACAFTENST00000528359JUNC02224	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0
CGACAFTENST00000468840JUNC02225	17	0	6	6	1	9	0	1	2	0	0	0	0	0	0	0	5	5	1	0	2	1	2	0	0	6	0	1	11	7	1	1
CGACAFTENST00000618427JUNC02226	58	0	29	23	19	18	4	6	5	1	3	5	3	0	0	0	7	5	1	5	4	6	12	18	0	23	9	9	6	11	4	2
CGACAFTENST00000368969JUNC02227	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CGACAFTENST00000546136JUNC02229	2	2	18	1	0	15	0	0	0	0	0	0	0	0	0	8	5	0	0	1	5	1	10	1	0	0	2	1	2	2	2	0
