sum	species
421	mm
104	mm
55	mm
43	mm
60	mm
58	mm
58	mm
57	mm
56	mm
76	mm
43	mm
30	mm
48	mm
40	mm
30	mm
18	mm
33	mm
65	mm
53	mm
8	mm
4468	mm
4515	mm
6977	mm
2998	mm
1158	mm
21	mm
41	mm
25	mm
32	mm
42	mm
55	mm
37	mm
27	mm
42	mm
44	mm
22	mm
32	mm
38	mm
44	mm
48	mm
22	mm
55	mm
63	mm
76	mm
61	mm
81	mm
80	mm
115	mm
111	mm
24	mm
45	mm
898	mm
922	mm
1082	mm
1132	mm
1449	mm
1086	mm
716	mm
712	mm
961	mm
1119	mm
1267	mm
1493	mm
972	mm
2264	mm
1747	mm
1516	mm
1136	mm
464	mm
570	mm
703	mm
690	mm
533	mm
653	mm
905	mm
903	mm
670	mm
299	mm
538	mm
232	mm
445	mm
437	mm
340	mm
90	mm
120	mm
500	mm
599	mm
458	mm
534	mm
343	mm
327	mm
198	mm
466	mm
426	mm
438	mm
542	mm
473	mm
460	mm
550	mm
462	mm
486	mm
397	mm
336	mm
618	mm
595	mm
512	mm
223	mm
261	mm
442	mm
271	mm
320	mm
499	mm
439	mm
386	mm
489	mm
574	mm
657	mm
550	mm
690	mm
657	mm
712	mm
740	mm
571	mm
133	mm
240	mm
205	mm
233	mm
289	mm
203	mm
197	mm
207	mm
122	mm
114	mm
162	mm
309	mm
278	mm
292	mm
263	mm
107	mm
674	mm
780	mm
651	mm
670	mm
774	mm
1027	mm
1021	mm
940	mm
411	mm
58	mm
1111	mm
1533	mm
1356	mm
1114	mm
1092	mm
1274	mm
1029	mm
96	mm
155	mm
14	mm
89	mm
124	mm
129	mm
73	mm
73	mm
56	mm
70	mm
65	mm
95	mm
110	mm
33	mm
127	mm
104	mm
59	mm
121	mm
135	mm
114	mm
144	mm
141	mm
197	mm
45	mm
76	mm
108	mm
67	mm
408	mm
1635	mm
1151	mm
833	mm
1199	mm
1281	mm
1258	mm
1241	mm
1170	mm
549	mm
1707	mm
1336	mm
1325	mm
699	mm
117	mm
1835	mm
1226	mm
1552	mm
1352	mm
1325	mm
1542	mm
1848	mm
1862	mm
1141	mm
1854	mm
88	mm
136	mm
148	mm
234	mm
219	mm
273	mm
245	mm
261	mm
391	mm
256	mm
278	mm
294	mm
4	mm
17	mm
46	mm
694	mm
813	mm
688	mm
792	mm
876	mm
733	mm
799	mm
551	mm
780	mm
536	mm
904	mm
1053	mm
938	mm
781	mm
1063	mm
848	mm
1010	mm
753	mm
973	mm
1087	mm
151	mm
778	mm
1432	mm
167	mm
998	mm
677	mm
829	mm
1060	mm
865	mm
10	mm
160	mm
152	mm
58	mm
151	mm
156	mm
170	mm
181	mm
181	mm
132	mm
104	mm
145	mm
166	mm
81	mm
80	mm
30	mm
57	mm
41	mm
15	mm
510	mm
626	mm
916	mm
774	mm
815	mm
727	mm
842	mm
718	mm
960	mm
532	mm
660	mm
559	mm
537	mm
641	mm
156	mm
7	mm
417	mm
614	mm
480	mm
430	mm
369	mm
518	mm
491	mm
489	mm
492	mm
338	mm
507	mm
463	mm
428	mm
509	mm
627	mm
61	mm
64	mm
35	mm
972	mm
1227	mm
1195	mm
1427	mm
1869	mm
1887	mm
1597	mm
44	mm
411	mm
1358	mm
1544	mm
1639	mm
1690	mm
1706	mm
1670	mm
2180	mm
2050	mm
2549	mm
2003	mm
1726	mm
790	mm
1536	mm
2564	mm
2386	mm
530	mm
2118	mm
2148	mm
1038	mm
1612	mm
596	mm
1575	mm
1688	mm
221	mm
247	mm
258	mm
240	mm
222	mm
239	mm
35	mm
106	mm
223	mm
171	mm
37	mm
15	mm
11	mm
152	mm
86	mm
479	mm
404	mm
408	mm
501	mm
504	mm
638	mm
345	mm
496	mm
634	mm
325	mm
595	mm
1015	mm
606	mm
834	mm
63	mm
136	mm
209	mm
157	mm
242	mm
226	mm
212	mm
191	mm
341	mm
233	mm
211	mm
217	mm
263	mm
261	mm
307	mm
286	mm
225	mm
258	mm
244	mm
295	mm
376	mm
314	mm
268	mm
484	mm
27	mm
41	mm
3	mm
149	mm
171	mm
162	mm
171	mm
172	mm
175	mm
188	mm
193	mm
222	mm
187	mm
208	mm
212	mm
154	mm
228	mm
21	mm
232	mm
240	mm
280	mm
306	mm
424	mm
347	mm
183	mm
155	mm
155	mm
150	mm
177	mm
279	mm
209	mm
264	mm
265	mm
236	mm
237	mm
268	mm
265	mm
215	mm
233	mm
342	mm
292	mm
268	mm
248	mm
263	mm
281	mm
80	mm
171	mm
762	mm
908	mm
2057	mm
1775	mm
2161	mm
1195	mm
1092	mm
987	mm
674	mm
2886	mm
2778	mm
2334	mm
3294	mm
3995	mm
3593	mm
570	mm
1066	mm
1723	mm
1670	mm
1553	mm
1193	mm
1129	mm
440	mm
24	mm
22	mm
27	mm
13	mm
16	mm
21	mm
11	mm
21	mm
26	mm
22	mm
24	mm
39	mm
20	mm
17	mm
30	mm
14	mm
18	mm
13	mm
19	mm
19	mm
11	mm
13	mm
17	mm
22	mm
11	mm
177	mm
173	mm
156	mm
121	mm
8	mm
144	mm
233	mm
124	mm
92	mm
166	mm
129	mm
93	mm
148	mm
915	mm
1496	mm
1078	mm
1455	mm
1523	mm
1102	mm
809	mm
1930	mm
739	mm
1114	mm
236	mm
2460	mm
3187	mm
5380	mm
4542	mm
3596	mm
3	mm
87	mm
123	mm
124	mm
155	mm
136	mm
111	mm
29	mm
35	mm
11	mm
27	mm
107	mm
133	mm
66	mm
225	mm
352	mm
309	mm
363	mm
363	mm
146	mm
47	mm
137	mm
150	mm
8	mm
8	mm
10	mm
13	mm
14	mm
14	mm
16	mm
16	mm
35	mm
428	mm
897	mm
807	mm
935	mm
865	mm
128	mm
138	mm
90	mm
174	mm
121	mm
505	mm
505	mm
482	mm
1041	mm
982	mm
3	mm
119	mm
127	mm
228	mm
374	mm
297	mm
123	mm
40	mm
139	mm
49	mm
98	mm
212	mm
196	mm
127	mm
159	mm
175	mm
131	mm
152	mm
141	mm
129	mm
143	mm
162	mm
169	mm
194	mm
155	mm
146	mm
158	mm
186	mm
196	mm
199	mm
187	mm
225	mm
180	mm
171	mm
183	mm
268	mm
209	mm
222	mm
113	mm
240	mm
285	mm
415	mm
374	mm
311	mm
326	mm
48	mm
6	mm
1554	mm
1588	mm
1727	mm
114	mm
127	mm
144	mm
109	mm
159	mm
153	mm
218	mm
161	mm
166	mm
127	mm
192	mm
8	mm
205	mm
39	mm
186	mm
139	mm
155	mm
126	mm
259	mm
729	mm
578	mm
817	mm
576	mm
848	mm
778	mm
957	mm
282	mm
204	mm
147	mm
201	mm
170	mm
156	mm
170	mm
188	mm
191	mm
189	mm
252	mm
242	mm
267	mm
218	mm
184	mm
54	mm
47	mm
24	mm
41	mm
15	mm
59	mm
46	mm
8	mm
117	mm
85	mm
59	mm
53	mm
118	mm
138	mm
261	mm
209	mm
193	mm
52	mm
85	mm
269	mm
344	mm
178	mm
219	mm
226	mm
340	mm
280	mm
242	mm
253	mm
324	mm
275	mm
253	mm
315	mm
351	mm
334	mm
240	mm
241	mm
304	mm
370	mm
359	mm
416	mm
296	mm
339	mm
385	mm
447	mm
430	mm
503	mm
393	mm
409	mm
509	mm
466	mm
444	mm
710	mm
735	mm
466	mm
740	mm
491	mm
784	mm
574	mm
492	mm
616	mm
759	mm
15	mm
1222	mm
986	mm
1479	mm
1131	mm
1211	mm
1213	mm
1215	mm
864	mm
70	mm
2	mm
2	mm
1181	mm
1645	mm
2206	mm
1420	mm
1692	mm
1408	mm
1136	mm
954	mm
1779	mm
1814	mm
1314	mm
263	mm
294	mm
858	mm
756	mm
637	mm
684	mm
744	mm
749	mm
734	mm
1297	mm
236	mm
32	mm
40	mm
66	mm
5	mm
22	mm
104	mm
81	mm
82	mm
83	mm
145	mm
121	mm
86	mm
123	mm
81	mm
108	mm
114	mm
118	mm
109	mm
127	mm
136	mm
139	mm
148	mm
170	mm
172	mm
116	mm
117	mm
98	mm
662	mm
136	mm
1318	mm
1097	mm
1013	mm
880	mm
1382	mm
1652	mm
1117	mm
728	mm
1149	mm
879	mm
504	mm
587	mm
441	mm
679	mm
666	mm
564	mm
727	mm
582	mm
676	mm
260	mm
109	mm
211	mm
1349	mm
1565	mm
828	mm
1182	mm
1307	mm
1631	mm
1479	mm
1117	mm
373	mm
496	mm
803	mm
69	mm
203	mm
111	mm
167	mm
222	mm
260	mm
277	mm
346	mm
287	mm
339	mm
293	mm
135	mm
54	mm
203	mm
242	mm
49	mm
2088	mm
1963	mm
3119	mm
2623	mm
301	mm
394	mm
307	mm
284	mm
460	mm
362	mm
507	mm
604	mm
706	mm
648	mm
337	mm
363	mm
327	mm
209	mm
198	mm
220	mm
232	mm
238	mm
111	mm
143	mm
260	mm
319	mm
265	mm
370	mm
317	mm
355	mm
142	mm
88	mm
86	mm
91	mm
96	mm
90	mm
81	mm
122	mm
111	mm
124	mm
76	mm
325	mm
168	mm
455	mm
512	mm
430	mm
444	mm
517	mm
585	mm
785	mm
462	mm
472	mm
647	mm
638	mm
621	mm
614	mm
522	mm
670	mm
1125	mm
203	mm
232	mm
39	mm
105	mm
103	mm
119	mm
141	mm
265	mm
721	mm
696	mm
790	mm
622	mm
693	mm
752	mm
1108	mm
653	mm
788	mm
1066	mm
727	mm
800	mm
783	mm
909	mm
831	mm
1020	mm
596	mm
536	mm
1136	mm
1185	mm
227	mm
234	mm
752	mm
504	mm
80	mm
224	mm
163	mm
425	mm
418	mm
531	mm
572	mm
552	mm
640	mm
539	mm
737	mm
664	mm
493	mm
663	mm
540	mm
811	mm
553	mm
663	mm
618	mm
691	mm
592	mm
678	mm
770	mm
678	mm
898	mm
804	mm
690	mm
951	mm
754	mm
1173	mm
911	mm
833	mm
859	mm
162	mm
556	mm
549	mm
524	mm
812	mm
766	mm
1250	mm
892	mm
239	mm
195	mm
275	mm
313	mm
304	mm
378	mm
299	mm
148	mm
150	mm
6	mm
1829	mm
23	mm
1661	mm
1892	mm
1553	mm
1867	mm
1649	mm
1886	mm
430	mm
577	mm
672	mm
535	mm
474	mm
348	mm
573	mm
656	mm
638	mm
433	mm
741	mm
351	mm
964	mm
842	mm
1307	mm
1073	mm
1003	mm
336	mm
383	mm
762	mm
168	mm
1285	mm
624	mm
886	mm
484	mm
50	mm
280	mm
320	mm
501	mm
411	mm
337	mm
409	mm
385	mm
31	mm
309	mm
411	mm
270	mm
194	mm
118	mm
393	mm
649	mm
469	mm
400	mm
179	mm
310	mm
272	mm
910	mm
1115	mm
975	mm
811	mm
575	mm
1446	mm
1273	mm
1033	mm
1728	mm
1268	mm
1305	mm
1243	mm
1328	mm
1428	mm
875	mm
1779	mm
1455	mm
1727	mm
1965	mm
194	mm
294	mm
319	mm
135	mm
103	mm
344	mm
151	mm
122	mm
143	mm
191	mm
151	mm
237	mm
149	mm
137	mm
199	mm
147	mm
219	mm
242	mm
261	mm
320	mm
1	mm
309	mm
1	mm
664	mm
224	mm
553	mm
495	mm
522	mm
607	mm
410	mm
325	mm
569	mm
487	mm
494	mm
276	mm
444	mm
506	mm
508	mm
456	mm
424	mm
256	mm
410	mm
627	mm
677	mm
548	mm
563	mm
525	mm
384	mm
577	mm
790	mm
631	mm
711	mm
677	mm
150	mm
314	mm
690	mm
1218	mm
1188	mm
684	mm
792	mm
1040	mm
223	mm
630	mm
278	mm
4	mm
74	mm
105	mm
786	mm
839	mm
1167	mm
1415	mm
1301	mm
1557	mm
1520	mm
860	mm
1411	mm
1705	mm
1461	mm
1662	mm
1939	mm
1583	mm
1040	mm
1495	mm
1551	mm
1041	mm
31	mm
28	mm
62	mm
75	mm
62	mm
37	mm
46	mm
99	mm
81	mm
61	mm
64	mm
70	mm
90	mm
89	mm
74	mm
84	mm
77	mm
46	mm
68	mm
79	mm
72	mm
70	mm
63	mm
78	mm
51	mm
105	mm
104	mm
90	mm
98	mm
63	mm
94	mm
108	mm
123	mm
95	mm
71	mm
84	mm
106	mm
118	mm
117	mm
152	mm
90	mm
140	mm
111	mm
168	mm
192	mm
184	mm
150	mm
132	mm
137	mm
203	mm
198	mm
149	mm
232	mm
231	mm
278	mm
45	mm
41	mm
571	mm
704	mm
559	mm
655	mm
686	mm
716	mm
838	mm
832	mm
808	mm
430	mm
739	mm
458	mm
684	mm
805	mm
232	mm
787	mm
1282	mm
1074	mm
1437	mm
1374	mm
1405	mm
1297	mm
1283	mm
279	mm
293	mm
518	mm
771	mm
16	mm
862	mm
840	mm
924	mm
896	mm
894	mm
247	mm
329	mm
364	mm
467	mm
238	mm
574	mm
82	mm
140	mm
36	mm
368	mm
368	mm
514	mm
573	mm
175	mm
217	mm
375	mm
690	mm
601	mm
775	mm
325	mm
217	mm
455	mm
489	mm
557	mm
700	mm
623	mm
377	mm
561	mm
655	mm
627	mm
676	mm
679	mm
775	mm
967	mm
936	mm
6	mm
186	mm
131	mm
133	mm
123	mm
88	mm
161	mm
176	mm
199	mm
156	mm
187	mm
9	mm
68	mm
39	mm
40	mm
109	mm
62	mm
59	mm
84	mm
80	mm
122	mm
85	mm
28	mm
103	mm
103	mm
142	mm
110	mm
130	mm
507	mm
238	mm
168	mm
351	mm
177	mm
30	mm
53	mm
640	mm
1077	mm
178	mm
409	mm
156	mm
212	mm
474	mm
547	mm
679	mm
577	mm
619	mm
645	mm
523	mm
424	mm
82	mm
135	mm
87	mm
153	mm
212	mm
152	mm
243	mm
109	mm
142	mm
180	mm
176	mm
193	mm
2	mm
28	mm
76	mm
75	mm
127	mm
116	mm
132	mm
98	mm
112	mm
48	mm
71	mm
47	mm
22	mm
50	mm
28	mm
15	mm
89	mm
145	mm
132	mm
119	mm
122	mm
112	mm
174	mm
166	mm
178	mm
214	mm
201	mm
110	mm
175	mm
218	mm
216	mm
202	mm
127	mm
181	mm
163	mm
214	mm
103	mm
155	mm
113	mm
9	mm
176	mm
295	mm
378	mm
269	mm
247	mm
322	mm
730	mm
682	mm
625	mm
794	mm
755	mm
786	mm
256	mm
675	mm
906	mm
763	mm
663	mm
850	mm
765	mm
924	mm
941	mm
325	mm
10	clf
644	clf
708	clf
700	clf
792	clf
754	clf
860	clf
762	clf
786	clf
732	clf
974	clf
734	clf
678	clf
1092	clf
1010	clf
948	clf
1032	clf
506	clf
872	clf
120	clf
236	clf
544	clf
584	clf
462	clf
744	clf
706	clf
828	clf
488	clf
124	clf
188	clf
1808	clf
3364	clf
2728	clf
790	clf
2868	clf
2884	clf
2870	clf
2718	clf
2574	clf
3078	clf
2802	clf
3226	clf
1540	clf
2178	clf
2120	clf
2524	clf
2468	clf
1830	clf
1006	clf
2142	clf
1410	clf
882	clf
590	clf
1048	clf
938	clf
972	clf
898	clf
788	clf
916	clf
364	clf
400	clf
710	clf
750	clf
408	clf
22778	clf
23142	clf
19796	clf
27902	clf
28568	clf
1736	clf
2134	clf
726	clf
876	clf
644	clf
796	clf
864	clf
1032	clf
834	clf
838	clf
812	clf
804	clf
1206	clf
874	clf
1056	clf
842	clf
1162	clf
20	clf
494	clf
362	clf
664	clf
762	clf
634	clf
218	clf
530	clf
4	clf
340	clf
398	clf
418	clf
376	clf
302	clf
336	clf
250	clf
316	clf
498	clf
592	clf
686	clf
592	clf
698	clf
412	clf
480	clf
562	clf
786	clf
934	clf
136	clf
136	clf
410	clf
484	clf
520	clf
606	clf
852	clf
722	clf
510	clf
662	clf
624	clf
512	clf
646	clf
820	clf
730	clf
1002	clf
1216	clf
90	clf
44	clf
484	clf
434	clf
652	clf
590	clf
532	clf
688	clf
712	clf
42	clf
1366	clf
1926	clf
10	clf
28	clf
10	clf
16	clf
10	clf
22	clf
14	clf
12	clf
18	clf
8	clf
24	clf
24	clf
14	clf
46	clf
36	clf
44	clf
22	clf
38	clf
42	clf
12	clf
16	clf
34	clf
16	clf
24	clf
18	clf
36	clf
28	clf
16	clf
26	clf
10	clf
30	clf
24	clf
54	clf
26	clf
46	clf
18	clf
16	clf
2	clf
446	clf
682	clf
770	clf
932	clf
668	clf
1068	clf
822	clf
856	clf
796	clf
922	clf
1030	clf
988	clf
1192	clf
48	clf
60	clf
62	clf
250	clf
506	clf
320	clf
440	clf
744	clf
1772	clf
1794	clf
2322	clf
1548	clf
1944	clf
26	clf
722	clf
714	clf
488	clf
574	clf
802	clf
596	clf
770	clf
1016	clf
1046	clf
816	clf
772	clf
906	clf
946	clf
1180	clf
1266	clf
1062	clf
1084	clf
1022	clf
1082	clf
60	clf
12	clf
6	clf
2	clf
14	clf
6	clf
18	clf
18	clf
12	clf
18	clf
1348	clf
1258	clf
1672	clf
1568	clf
1970	clf
1312	clf
1810	clf
1504	clf
1644	clf
1844	clf
286	clf
434	clf
4	clf
12	clf
1028	clf
1882	clf
2124	clf
1690	clf
2102	clf
2120	clf
1602	clf
1770	clf
1720	clf
2504	clf
2428	clf
2438	clf
2890	clf
2440	clf
2622	clf
328	clf
346	clf
144	clf
368	clf
518	clf
538	clf
664	clf
530	clf
590	clf
796	clf
598	clf
500	clf
630	clf
518	clf
584	clf
58	clf
176	clf
264	clf
286	clf
118	clf
356	clf
152	clf
524	clf
288	clf
186	clf
82	clf
764	clf
890	clf
212	clf
200	clf
320	clf
46	clf
8992	clf
8678	clf
5662	clf
7178	clf
6300	clf
8150	clf
6854	clf
318	clf
446	clf
238	clf
460	clf
282	clf
376	clf
398	clf
396	clf
342	clf
416	clf
398	clf
502	clf
510	clf
558	clf
718	clf
632	clf
160	clf
15950	clf
14116	clf
17802	clf
13566	clf
16538	clf
16922	clf
19514	clf
14756	clf
16344	clf
16504	clf
23772	clf
15990	clf
20020	clf
14664	clf
22676	clf
15452	clf
19972	clf
20846	clf
24188	clf
16962	clf
1968	clf
1960	clf
1528	clf
586	clf
1900	clf
2162	clf
3378	clf
2336	clf
2352	clf
1576	clf
1776	clf
2262	clf
1380	clf
2742	clf
2602	clf
2560	clf
660	clf
2354	clf
506	clf
1270	clf
526	clf
980	clf
1198	clf
956	clf
702	clf
822	clf
306	clf
1272	clf
2208	clf
2376	clf
1102	clf
710	clf
3302	clf
4186	clf
3778	clf
2984	clf
3058	clf
3588	clf
2122	clf
268	clf
338	clf
362	clf
392	clf
416	clf
36	clf
84	clf
310	clf
394	clf
286	clf
394	clf
446	clf
524	clf
598	clf
368	clf
626	clf
570	clf
696	clf
518	clf
604	clf
174	clf
304	clf
486	clf
318	clf
380	clf
298	clf
142	clf
522	clf
584	clf
870	clf
714	clf
768	clf
1036	clf
928	clf
1154	clf
984	clf
718	clf
1250	clf
1092	clf
1400	clf
1310	clf
1506	clf
1432	clf
1422	clf
1884	clf
1870	clf
2224	clf
1874	clf
1212	clf
1104	clf
712	clf
328	clf
622	clf
656	clf
738	clf
640	clf
646	clf
516	clf
640	clf
120	clf
574	clf
830	clf
400	clf
226	clf
432	clf
154	clf
172	clf
3382	clf
3792	clf
2466	clf
3990	clf
1234	clf
508	clf
566	clf
836	clf
1012	clf
712	clf
564	clf
772	clf
998	clf
920	clf
1302	clf
982	clf
898	clf
1028	clf
990	clf
938	clf
918	clf
938	clf
244	clf
2152	clf
2130	clf
2080	clf
1502	clf
1560	clf
2594	clf
188	clf
158	clf
7646	clf
8520	clf
9318	clf
6074	clf
188	clf
230	clf
2284	clf
3464	clf
4640	clf
2910	clf
5172	clf
3092	clf
4820	clf
4804	clf
5168	clf
5134	clf
4726	clf
3634	clf
1144	clf
108	clf
132	clf
86	clf
140	clf
138	clf
180	clf
8	clf
20	clf
440	clf
1088	clf
2278	clf
2234	clf
2510	clf
2618	clf
2832	clf
1246	clf
1960	clf
3310	clf
2830	clf
3062	clf
2314	clf
3444	clf
3716	clf
2096	clf
2164	clf
3382	clf
3192	clf
3408	clf
3036	clf
3276	clf
4874	clf
4216	clf
800	clf
972	clf
6322	clf
4164	clf
4444	clf
6632	clf
7534	clf
7630	clf
8972	clf
6834	clf
7394	clf
7544	clf
7448	clf
7598	clf
11498	clf
2306	clf
2680	clf
2636	clf
4286	clf
3876	clf
5680	clf
6202	clf
5888	clf
6690	clf
6260	clf
5866	clf
4396	clf
2638	clf
6844	clf
6878	clf
5116	clf
5094	clf
3390	clf
362	clf
368	clf
286	clf
104	clf
98	clf
162	clf
120	clf
2	clf
2	clf
8	clf
424	clf
408	clf
466	clf
358	clf
622	clf
424	clf
414	clf
208	clf
318	clf
172	clf
204	clf
316	clf
346	clf
358	clf
376	clf
106	clf
168	clf
228	clf
158	clf
180	clf
80	clf
108	clf
94	clf
392	clf
334	clf
546	clf
164	clf
682	clf
2444	clf
2024	clf
2574	clf
1828	clf
792	clf
522	clf
668	clf
628	clf
712	clf
886	clf
1088	clf
248	clf
398	clf
708	clf
254	clf
260	clf
462	clf
162	clf
258	clf
200	clf
210	clf
198	clf
206	clf
190	clf
218	clf
276	clf
214	clf
220	clf
174	clf
216	clf
34	clf
344	clf
274	clf
56	clf
2	clf
2498	clf
3620	clf
2910	clf
1750	clf
3086	clf
2114	clf
3234	clf
3862	clf
2706	clf
3048	clf
2944	clf
1458	clf
2240	clf
1952	clf
1668	clf
1968	clf
314	clf
346	clf
3460	clf
4180	clf
2620	clf
2162	clf
2444	clf
3086	clf
3066	clf
3198	clf
1258	clf
1712	clf
2560	clf
100	clf
84	clf
2010	clf
3724	clf
3256	clf
326	clf
2214	clf
2312	clf
2224	clf
504	clf
698	clf
368	clf
808	clf
266	clf
224	clf
1240	clf
1654	clf
1722	clf
1798	clf
1622	clf
1432	clf
1424	clf
1276	clf
1482	clf
1380	clf
1440	clf
218	clf
332	clf
890	clf
1358	clf
1212	clf
114	clf
1190	clf
1476	clf
1450	clf
1538	clf
1000	clf
1774	clf
1012	clf
1850	clf
1880	clf
1548	clf
910	clf
1372	clf
436	clf
1046	clf
2048	clf
2024	clf
1708	clf
2178	clf
2200	clf
2144	clf
244	clf
200	clf
2696	clf
2050	clf
1780	clf
1798	clf
856	clf
802	clf
560	clf
754	clf
270	clf
988	clf
1100	clf
1010	clf
714	clf
1140	clf
1426	clf
1704	clf
1592	clf
1418	clf
964	clf
528	clf
112	clf
610	clf
722	clf
638	clf
720	clf
928	clf
560	clf
340	clf
188	clf
600	clf
714	clf
736	clf
674	clf
502	clf
804	clf
1048	clf
1062	clf
642	clf
254	clf
114	clf
184	clf
21238	clf
29910	clf
22978	clf
24268	clf
23178	clf
23326	clf
4336	clf
29972	clf
17234	clf
17010	clf
842	clf
1030	clf
534	clf
850	clf
1464	clf
1150	clf
1692	clf
1502	clf
996	clf
1260	clf
1388	clf
1106	clf
2008	clf
1520	clf
1788	clf
1306	clf
1286	clf
1084	clf
1370	clf
1490	clf
1682	clf
1350	clf
1978	clf
1674	clf
1744	clf
1726	clf
1124	clf
1378	clf
2346	clf
2100	clf
2040	clf
1662	clf
688	clf
718	clf
1146	clf
920	clf
916	clf
1446	clf
952	clf
1144	clf
878	clf
1080	clf
1316	clf
1324	clf
1274	clf
1474	clf
1690	clf
1482	clf
548	clf
704	clf
712	clf
1512	clf
1504	clf
1062	clf
1600	clf
1966	clf
1066	clf
1692	clf
2292	clf
1972	clf
918	clf
1126	clf
1376	clf
1038	clf
682	clf
390	clf
26	clf
40	clf
46	clf
26	clf
34	clf
40	clf
52	clf
36	clf
42	clf
8	clf
750	clf
504	clf
494	clf
500	clf
998	clf
586	clf
724	clf
598	clf
644	clf
686	clf
358	clf
560	clf
648	clf
248	clf
186	clf
104	clf
72	clf
94	clf
72	clf
128	clf
96	clf
102	clf
116	clf
112	clf
118	clf
134	clf
104	clf
168	clf
146	clf
140	clf
128	clf
444	clf
626	clf
626	clf
582	clf
470	clf
466	clf
466	clf
510	clf
496	clf
532	clf
632	clf
608	clf
652	clf
648	clf
628	clf
786	clf
462	clf
76	clf
196	clf
474	clf
444	clf
726	clf
988	clf
592	clf
696	clf
124	clf
520	clf
502	clf
460	clf
560	clf
552	clf
438	clf
378	clf
546	clf
722	clf
500	clf
444	clf
412	clf
586	clf
642	clf
532	clf
724	clf
662	clf
558	clf
718	clf
546	clf
458	clf
722	clf
628	clf
700	clf
766	clf
812	clf
1108	clf
810	clf
806	clf
716	clf
900	clf
1022	clf
958	clf
1306	clf
852	clf
1032	clf
892	clf
952	clf
1734	clf
1352	clf
1402	clf
1228	clf
1496	clf
1618	clf
1476	clf
1652	clf
134	clf
168	clf
1514	clf
1572	clf
1666	clf
1994	clf
214	clf
1096	clf
974	clf
964	clf
566	clf
1210	clf
804	clf
882	clf
800	clf
804	clf
622	clf
746	clf
802	clf
578	clf
580	clf
3140	clf
4268	clf
3692	clf
3848	clf
3730	clf
3398	clf
3742	clf
4666	clf
4746	clf
4452	clf
256	clf
1900	clf
2584	clf
2490	clf
2580	clf
2390	clf
2558	clf
2536	clf
3362	clf
2308	clf
574	clf
368	clf
284	clf
180	clf
122	clf
9644	clf
8940	clf
9564	clf
8614	clf
8932	clf
9714	clf
10254	clf
726	clf
726	clf
78	clf
1654	clf
1594	clf
1856	clf
1492	clf
2050	clf
80	clf
36	clf
18	clf
722	clf
632	clf
656	clf
426	clf
650	clf
972	clf
1490	clf
1068	clf
1266	clf
1462	clf
1678	clf
1812	clf
1380	clf
1356	clf
1608	clf
1642	clf
1610	clf
678	clf
986	clf
1994	clf
1828	clf
1466	clf
1972	clf
1530	clf
2148	clf
920	clf
8	clf
6	clf
4	clf
2	clf
4	clf
2	clf
122	clf
172	clf
206	clf
146	clf
196	clf
144	clf
210	clf
208	clf
128	clf
180	clf
158	clf
88	clf
14	clf
22	clf
16	clf
54	clf
4	clf
36	clf
78	clf
72	clf
872	clf
736	clf
798	clf
884	clf
716	clf
728	clf
686	clf
910	clf
564	clf
668	clf
582	clf
876	clf
1048	clf
1098	clf
1094	clf
1158	clf
1218	clf
1254	clf
4	clf
752	clf
632	clf
740	clf
714	clf
774	clf
700	clf
302	clf
770	clf
730	clf
736	clf
514	clf
730	clf
772	clf
980	clf
1184	clf
526	clf
1426	clf
1026	clf
1270	clf
1388	clf
398	clf
578	clf
102	clf
66	clf
482	clf
798	clf
940	clf
682	clf
1184	clf
798	clf
1422	clf
1156	clf
1564	clf
876	clf
986	clf
1364	clf
1312	clf
1334	clf
824	clf
988	clf
1020	clf
1372	clf
1388	clf
1328	clf
2418	clf
338	clf
1428	clf
2032	clf
2338	clf
2768	clf
2168	clf
1650	clf
2964	clf
3084	clf
3468	clf
4512	clf
3378	clf
3188	clf
546	clf
374	clf
432	clf
458	clf
448	clf
436	clf
412	clf
78	clf
412	clf
524	clf
526	clf
1104	clf
1358	clf
1082	clf
1330	clf
1114	clf
696	clf
1768	clf
1616	clf
2076	clf
164	clf
882	clf
778	clf
1192	clf
1574	clf
1144	clf
1342	clf
1580	clf
544	clf
1236	clf
1484	clf
1198	clf
2780	clf
3386	clf
462	clf
1056	clf
1720	clf
1638	clf
1558	clf
1910	clf
1014	clf
1580	clf
1832	clf
836	clf
230	clf
638	clf
940	clf
836	clf
534	clf
836	clf
74	clf
80	clf
54	clf
92	clf
108	clf
682	clf
810	clf
940	clf
1008	clf
564	clf
438	clf
706	clf
754	clf
260	clf
382	clf
860	clf
618	clf
686	clf
342	clf
324	clf
194	clf
942	clf
1776	clf
1886	clf
20	clf
938	clf
760	clf
856	clf
966	clf
2	clf
428	clf
428	clf
386	clf
432	clf
504	clf
476	clf
516	clf
712	clf
696	clf
612	clf
1160	clf
884	clf
706	clf
626	clf
1122	clf
1276	clf
10	clf
48	clf
1182	clf
72	clf
102	clf
862	clf
868	clf
1044	clf
984	clf
1090	clf
962	clf
254	clf
1014	clf
718	clf
1944	clf
1446	clf
1120	clf
1220	clf
2284	clf
2276	clf
1580	clf
1730	clf
2368	clf
2372	clf
1878	clf
140	clf
148	clf
68	clf
122	clf
98	clf
78	clf
86	clf
90	clf
136	clf
128	clf
136	clf
130	clf
90	clf
80	clf
978	clf
1514	clf
2208	clf
