sum	species
488	hs
187	hs
147	hs
823	hs
812	hs
1063	hs
986	hs
762	hs
809	hs
742	hs
625	hs
25	hs
28	hs
35	hs
410	hs
1128	hs
1504	hs
1767	hs
2491	hs
2097	hs
1740	hs
2093	hs
1857	hs
2118	hs
1748	hs
2242	hs
1994	hs
1926	hs
2060	hs
6	hs
7	hs
230	hs
267	hs
59	hs
101	hs
511	hs
546	hs
483	hs
396	hs
535	hs
584	hs
551	hs
608	hs
722	hs
649	hs
555	hs
560	hs
670	hs
554	hs
642	hs
503	hs
606	hs
624	hs
615	hs
694	hs
396	hs
642	hs
638	hs
301	hs
175	hs
345	hs
24	hs
41	hs
12	hs
11	hs
16	hs
25	hs
34	hs
593	hs
507	hs
591	hs
602	hs
441	hs
619	hs
637	hs
722	hs
625	hs
461	hs
616	hs
395	hs
609	hs
833	hs
532	hs
8	hs
21	hs
35	hs
109	hs
125	hs
167	hs
89	hs
134	hs
149	hs
199	hs
155	hs
173	hs
159	hs
163	hs
215	hs
198	hs
214	hs
219	hs
155	hs
165	hs
138	hs
121	hs
135	hs
151	hs
133	hs
195	hs
220	hs
177	hs
170	hs
196	hs
116	hs
134	hs
204	hs
186	hs
135	hs
240	hs
278	hs
305	hs
231	hs
264	hs
249	hs
150	hs
262	hs
361	hs
215	hs
281	hs
276	hs
251	hs
275	hs
190	hs
439	hs
417	hs
474	hs
342	hs
457	hs
315	hs
124	hs
127	hs
22	hs
39	hs
23	hs
63	hs
756	hs
811	hs
1323	hs
1047	hs
867	hs
1283	hs
1466	hs
2058	hs
1975	hs
1312	hs
128	hs
265	hs
129	hs
926	hs
1150	hs
971	hs
998	hs
972	hs
990	hs
934	hs
825	hs
994	hs
922	hs
1117	hs
1059	hs
1301	hs
1127	hs
1394	hs
1558	hs
665	hs
722	hs
403	hs
268	hs
309	hs
303	hs
224	hs
278	hs
343	hs
52	hs
415	hs
744	hs
1042	hs
10	hs
128	hs
253	hs
181	hs
159	hs
36	hs
243	hs
226	hs
265	hs
316	hs
301	hs
258	hs
57	hs
23	hs
150	hs
30	hs
36	hs
102	hs
42	hs
184	hs
311	hs
274	hs
548	hs
299	hs
3	hs
56	hs
40	hs
13	hs
173	hs
168	hs
185	hs
194	hs
326	hs
280	hs
262	hs
244	hs
144	hs
58	hs
276	hs
299	hs
24	hs
1009	hs
1229	hs
1318	hs
1213	hs
1238	hs
1511	hs
32	hs
300	hs
370	hs
419	hs
292	hs
245	hs
239	hs
324	hs
308	hs
57	hs
503	hs
482	hs
590	hs
563	hs
526	hs
623	hs
568	hs
607	hs
672	hs
742	hs
633	hs
607	hs
619	hs
638	hs
596	hs
6	hs
266	hs
1061	hs
974	hs
1087	hs
203	hs
218	hs
965	hs
1318	hs
866	hs
1392	hs
1887	hs
1755	hs
2113	hs
1687	hs
2101	hs
2769	hs
2027	hs
1867	hs
1745	hs
1932	hs
2544	hs
2129	hs
2124	hs
2397	hs
2050	hs
1898	hs
2072	hs
2391	hs
2059	hs
2230	hs
2487	hs
204	hs
407	hs
748	hs
804	hs
762	hs
754	hs
782	hs
829	hs
730	hs
688	hs
615	hs
738	hs
777	hs
742	hs
641	hs
658	hs
726	hs
931	hs
882	hs
1010	hs
1029	hs
859	hs
943	hs
642	hs
607	hs
715	hs
1186	hs
842	hs
3	hs
1378	hs
1789	hs
1982	hs
1975	hs
2298	hs
1991	hs
1997	hs
2793	hs
3328	hs
2311	hs
2506	hs
2394	hs
2322	hs
2473	hs
2702	hs
3241	hs
3299	hs
3091	hs
3042	hs
3452	hs
3581	hs
2519	hs
3268	hs
3982	hs
2984	hs
2264	hs
3947	hs
3516	hs
4286	hs
4074	hs
3968	hs
3087	hs
3236	hs
3604	hs
499	hs
439	hs
269	hs
326	hs
410	hs
404	hs
425	hs
532	hs
485	hs
464	hs
395	hs
472	hs
478	hs
606	hs
533	hs
416	hs
134	hs
621	hs
910	hs
941	hs
1249	hs
1077	hs
956	hs
1196	hs
1289	hs
1181	hs
1259	hs
1123	hs
1375	hs
1264	hs
1526	hs
297	hs
227	hs
217	hs
121	hs
131	hs
82	hs
39	hs
1913	hs
1934	hs
1365	hs
24	hs
34	hs
761	hs
1264	hs
215	hs
949	hs
1086	hs
780	hs
680	hs
2147	hs
1888	hs
1862	hs
1478	hs
1516	hs
2614	hs
399	hs
46	hs
242	hs
411	hs
386	hs
346	hs
334	hs
359	hs
284	hs
94	hs
62	hs
346	hs
199	hs
189	hs
8736	hs
6260	hs
8302	hs
9192	hs
8763	hs
8765	hs
1758	hs
109	hs
750	hs
638	hs
732	hs
450	hs
249	hs
42	hs
67	hs
117	hs
116	hs
88	hs
107	hs
82	hs
75	hs
66	hs
84	hs
123	hs
67	hs
92	hs
82	hs
27	hs
35	hs
1924	hs
4941	hs
1042	hs
1167	hs
541	hs
274	hs
1021	hs
635	hs
1204	hs
1445	hs
1671	hs
1656	hs
371	hs
327	hs
1799	hs
1545	hs
1748	hs
1676	hs
1376	hs
1188	hs
49	hs
1878	hs
1978	hs
2013	hs
2736	hs
2987	hs
3399	hs
3365	hs
2949	hs
2643	hs
3223	hs
3731	hs
2686	hs
3014	hs
3164	hs
3680	hs
3210	hs
4046	hs
3195	hs
3717	hs
977	hs
1792	hs
3142	hs
2183	hs
2532	hs
1890	hs
1094	hs
1740	hs
2843	hs
1050	hs
961	hs
654	hs
607	hs
723	hs
812	hs
534	hs
296	hs
518	hs
703	hs
600	hs
624	hs
566	hs
914	hs
927	hs
876	hs
507	hs
946	hs
799	hs
942	hs
1014	hs
468	hs
43	hs
94	hs
59	hs
8	hs
7	hs
59	hs
63	hs
61	hs
63	hs
88	hs
49	hs
71	hs
55	hs
70	hs
81	hs
77	hs
90	hs
51	hs
66	hs
73	hs
77	hs
75	hs
83	hs
86	hs
86	hs
60	hs
47	hs
105	hs
223	hs
334	hs
392	hs
440	hs
416	hs
418	hs
490	hs
504	hs
177	hs
165	hs
317	hs
16	hs
221	hs
126	hs
106	hs
124	hs
148	hs
147	hs
182	hs
209	hs
193	hs
258	hs
245	hs
260	hs
237	hs
166	hs
154	hs
230	hs
192	hs
191	hs
282	hs
236	hs
165	hs
200	hs
227	hs
171	hs
209	hs
215	hs
143	hs
175	hs
234	hs
247	hs
144	hs
81	hs
206	hs
329	hs
267	hs
244	hs
275	hs
389	hs
430	hs
377	hs
192	hs
155	hs
338	hs
335	hs
400	hs
412	hs
393	hs
407	hs
99	hs
209	hs
254	hs
174	hs
263	hs
256	hs
327	hs
382	hs
375	hs
327	hs
365	hs
350	hs
361	hs
439	hs
403	hs
162	hs
7	hs
159	hs
1	hs
5	hs
315	hs
284	hs
725	hs
765	hs
775	hs
901	hs
1149	hs
1418	hs
1287	hs
930	hs
1164	hs
862	hs
1061	hs
1028	hs
1132	hs
1059	hs
1093	hs
934	hs
320	hs
378	hs
15	hs
11	hs
449	hs
489	hs
514	hs
571	hs
487	hs
544	hs
574	hs
522	hs
496	hs
504	hs
557	hs
459	hs
355	hs
556	hs
540	hs
589	hs
23	hs
10	hs
36	hs
30	hs
87	hs
74	hs
99	hs
59	hs
66	hs
62	hs
68	hs
79	hs
97	hs
637	hs
626	hs
1180	hs
1313	hs
970	hs
1165	hs
903	hs
1136	hs
37	hs
842	hs
1034	hs
1122	hs
1208	hs
67	hs
49	hs
91	hs
61	hs
70	hs
55	hs
80	hs
53	hs
60	hs
41	hs
54	hs
44	hs
46	hs
52	hs
62	hs
78	hs
64	hs
17	hs
19	hs
16	hs
15	hs
25	hs
18	hs
25	hs
7	hs
8	hs
5	mm
322	mm
354	mm
350	mm
396	mm
377	mm
430	mm
381	mm
393	mm
366	mm
487	mm
367	mm
339	mm
546	mm
505	mm
474	mm
516	mm
253	mm
436	mm
60	mm
118	mm
272	mm
292	mm
231	mm
372	mm
353	mm
414	mm
244	mm
62	mm
94	mm
904	mm
1682	mm
1364	mm
395	mm
1434	mm
1442	mm
1435	mm
1359	mm
1287	mm
1539	mm
1401	mm
1613	mm
770	mm
1089	mm
1060	mm
1262	mm
1234	mm
915	mm
503	mm
1071	mm
705	mm
441	mm
295	mm
524	mm
469	mm
486	mm
449	mm
394	mm
458	mm
182	mm
200	mm
355	mm
375	mm
204	mm
11389	mm
11571	mm
9898	mm
13951	mm
14284	mm
868	mm
1067	mm
363	mm
438	mm
322	mm
398	mm
432	mm
516	mm
417	mm
419	mm
406	mm
402	mm
603	mm
437	mm
528	mm
421	mm
581	mm
10	mm
247	mm
181	mm
332	mm
381	mm
317	mm
109	mm
265	mm
2	mm
170	mm
199	mm
209	mm
188	mm
151	mm
168	mm
125	mm
158	mm
249	mm
296	mm
343	mm
296	mm
349	mm
206	mm
240	mm
281	mm
393	mm
467	mm
68	mm
68	mm
205	mm
242	mm
260	mm
303	mm
426	mm
361	mm
255	mm
331	mm
312	mm
256	mm
323	mm
410	mm
365	mm
501	mm
608	mm
45	mm
22	mm
242	mm
217	mm
326	mm
295	mm
266	mm
344	mm
356	mm
21	mm
683	mm
963	mm
5	mm
14	mm
5	mm
8	mm
5	mm
11	mm
7	mm
6	mm
9	mm
4	mm
12	mm
12	mm
7	mm
23	mm
18	mm
22	mm
11	mm
19	mm
21	mm
6	mm
8	mm
17	mm
8	mm
12	mm
9	mm
18	mm
14	mm
8	mm
13	mm
5	mm
15	mm
12	mm
27	mm
13	mm
23	mm
9	mm
8	mm
1	mm
223	mm
341	mm
385	mm
466	mm
334	mm
534	mm
411	mm
428	mm
398	mm
461	mm
515	mm
494	mm
596	mm
24	mm
30	mm
31	mm
125	mm
253	mm
160	mm
220	mm
372	mm
886	mm
897	mm
1161	mm
774	mm
972	mm
13	mm
361	mm
357	mm
244	mm
287	mm
401	mm
298	mm
385	mm
508	mm
523	mm
408	mm
386	mm
453	mm
473	mm
590	mm
633	mm
531	mm
542	mm
511	mm
541	mm
30	mm
6	mm
3	mm
1	mm
7	mm
3	mm
9	mm
9	mm
6	mm
9	mm
674	mm
629	mm
836	mm
784	mm
985	mm
656	mm
905	mm
752	mm
822	mm
922	mm
143	mm
217	mm
2	mm
6	mm
514	mm
941	mm
1062	mm
845	mm
1051	mm
1060	mm
801	mm
885	mm
860	mm
1252	mm
1214	mm
1219	mm
1445	mm
1220	mm
1311	mm
164	mm
173	mm
72	mm
184	mm
259	mm
269	mm
332	mm
265	mm
295	mm
398	mm
299	mm
250	mm
315	mm
259	mm
292	mm
29	mm
88	mm
132	mm
143	mm
59	mm
178	mm
76	mm
262	mm
144	mm
93	mm
41	mm
382	mm
445	mm
106	mm
100	mm
160	mm
23	mm
4496	mm
4339	mm
2831	mm
3589	mm
3150	mm
4075	mm
3427	mm
159	mm
223	mm
119	mm
230	mm
141	mm
188	mm
199	mm
198	mm
171	mm
208	mm
199	mm
251	mm
255	mm
279	mm
359	mm
316	mm
80	mm
7975	mm
7058	mm
8901	mm
6783	mm
8269	mm
8461	mm
9757	mm
7378	mm
8172	mm
8252	mm
11886	mm
7995	mm
10010	mm
7332	mm
11338	mm
7726	mm
9986	mm
10423	mm
12094	mm
8481	mm
984	mm
980	mm
764	mm
293	mm
950	mm
1081	mm
1689	mm
1168	mm
1176	mm
788	mm
888	mm
1131	mm
690	mm
1371	mm
1301	mm
1280	mm
330	mm
1177	mm
253	mm
635	mm
263	mm
490	mm
599	mm
478	mm
351	mm
411	mm
153	mm
636	mm
1104	mm
1188	mm
551	mm
355	mm
1651	mm
2093	mm
1889	mm
1492	mm
1529	mm
1794	mm
1061	mm
134	mm
169	mm
181	mm
196	mm
208	mm
18	mm
42	mm
155	mm
197	mm
143	mm
197	mm
223	mm
262	mm
299	mm
184	mm
313	mm
285	mm
348	mm
259	mm
302	mm
87	mm
152	mm
243	mm
159	mm
190	mm
149	mm
71	mm
261	mm
292	mm
435	mm
357	mm
384	mm
518	mm
464	mm
577	mm
492	mm
359	mm
625	mm
546	mm
700	mm
655	mm
753	mm
716	mm
711	mm
942	mm
935	mm
1112	mm
937	mm
606	mm
552	mm
356	mm
164	mm
311	mm
328	mm
369	mm
320	mm
323	mm
258	mm
320	mm
60	mm
287	mm
415	mm
200	mm
113	mm
216	mm
77	mm
86	mm
1691	mm
1896	mm
1233	mm
1995	mm
617	mm
254	mm
283	mm
418	mm
506	mm
356	mm
282	mm
386	mm
499	mm
460	mm
651	mm
491	mm
449	mm
514	mm
495	mm
469	mm
459	mm
469	mm
122	mm
1076	mm
1065	mm
1040	mm
751	mm
780	mm
1297	mm
94	mm
79	mm
3823	mm
4260	mm
4659	mm
3037	mm
94	mm
115	mm
1142	mm
1732	mm
2320	mm
1455	mm
2586	mm
1546	mm
2410	mm
2402	mm
2584	mm
2567	mm
2363	mm
1817	mm
572	mm
54	mm
66	mm
43	mm
70	mm
69	mm
90	mm
4	mm
10	mm
220	mm
544	mm
1139	mm
1117	mm
1255	mm
1309	mm
1416	mm
623	mm
980	mm
1655	mm
1415	mm
1531	mm
1157	mm
1722	mm
1858	mm
1048	mm
1082	mm
1691	mm
1596	mm
1704	mm
1518	mm
1638	mm
2437	mm
2108	mm
400	mm
486	mm
3161	mm
2082	mm
2222	mm
3316	mm
3767	mm
3815	mm
4486	mm
3417	mm
3697	mm
3772	mm
3724	mm
3799	mm
5749	mm
1153	mm
1340	mm
1318	mm
2143	mm
1938	mm
2840	mm
3101	mm
2944	mm
3345	mm
3130	mm
2933	mm
2198	mm
1319	mm
3422	mm
3439	mm
2558	mm
2547	mm
1695	mm
181	mm
184	mm
143	mm
52	mm
49	mm
81	mm
60	mm
1	mm
1	mm
4	mm
212	mm
204	mm
233	mm
179	mm
311	mm
212	mm
207	mm
104	mm
159	mm
86	mm
102	mm
158	mm
173	mm
179	mm
188	mm
53	mm
84	mm
114	mm
79	mm
90	mm
40	mm
54	mm
47	mm
196	mm
167	mm
273	mm
82	mm
341	mm
1222	mm
1012	mm
1287	mm
914	mm
396	mm
261	mm
334	mm
314	mm
356	mm
443	mm
544	mm
124	mm
199	mm
354	mm
127	mm
130	mm
231	mm
81	mm
129	mm
100	mm
105	mm
99	mm
103	mm
95	mm
109	mm
138	mm
107	mm
110	mm
87	mm
108	mm
17	mm
172	mm
137	mm
28	mm
1	mm
1249	mm
1810	mm
1455	mm
875	mm
1543	mm
1057	mm
1617	mm
1931	mm
1353	mm
1524	mm
1472	mm
729	mm
1120	mm
976	mm
834	mm
984	mm
157	mm
173	mm
1730	mm
2090	mm
1310	mm
1081	mm
1222	mm
1543	mm
1533	mm
1599	mm
629	mm
856	mm
1280	mm
50	mm
42	mm
1005	mm
1862	mm
1628	mm
163	mm
1107	mm
1156	mm
1112	mm
252	mm
349	mm
184	mm
404	mm
133	mm
112	mm
620	mm
827	mm
861	mm
899	mm
811	mm
716	mm
712	mm
638	mm
741	mm
690	mm
720	mm
109	mm
166	mm
445	mm
679	mm
606	mm
57	mm
595	mm
738	mm
725	mm
769	mm
500	mm
887	mm
506	mm
925	mm
940	mm
774	mm
455	mm
686	mm
218	mm
523	mm
1024	mm
1012	mm
854	mm
1089	mm
1100	mm
1072	mm
122	mm
100	mm
1348	mm
1025	mm
890	mm
899	mm
428	mm
401	mm
280	mm
377	mm
135	mm
494	mm
550	mm
505	mm
357	mm
570	mm
713	mm
852	mm
796	mm
709	mm
482	mm
264	mm
56	mm
305	mm
361	mm
319	mm
360	mm
464	mm
280	mm
170	mm
94	mm
300	mm
357	mm
368	mm
337	mm
251	mm
402	mm
524	mm
531	mm
321	mm
127	mm
57	mm
92	mm
10619	mm
14955	mm
11489	mm
12134	mm
11589	mm
11663	mm
2168	mm
14986	mm
8617	mm
8505	mm
421	mm
515	mm
267	mm
425	mm
732	mm
575	mm
846	mm
751	mm
498	mm
630	mm
694	mm
553	mm
1004	mm
760	mm
894	mm
653	mm
643	mm
542	mm
685	mm
745	mm
841	mm
675	mm
989	mm
837	mm
872	mm
863	mm
562	mm
689	mm
1173	mm
1050	mm
1020	mm
831	mm
344	mm
359	mm
573	mm
460	mm
458	mm
723	mm
476	mm
572	mm
439	mm
540	mm
658	mm
662	mm
637	mm
737	mm
845	mm
741	mm
274	mm
352	mm
356	mm
756	mm
752	mm
531	mm
800	mm
983	mm
533	mm
846	mm
1146	mm
986	mm
459	mm
563	mm
688	mm
519	mm
341	mm
195	mm
13	mm
20	mm
23	mm
13	mm
17	mm
20	mm
26	mm
18	mm
21	mm
4	mm
375	mm
252	mm
247	mm
250	mm
499	mm
293	mm
362	mm
299	mm
322	mm
343	mm
179	mm
280	mm
324	mm
124	mm
93	mm
52	mm
36	mm
47	mm
36	mm
64	mm
48	mm
51	mm
58	mm
56	mm
59	mm
67	mm
52	mm
84	mm
73	mm
70	mm
64	mm
222	mm
313	mm
313	mm
291	mm
235	mm
233	mm
233	mm
255	mm
248	mm
266	mm
316	mm
304	mm
326	mm
324	mm
314	mm
393	mm
231	mm
38	mm
98	mm
237	mm
222	mm
363	mm
494	mm
296	mm
348	mm
62	mm
260	mm
251	mm
230	mm
280	mm
276	mm
219	mm
189	mm
273	mm
361	mm
250	mm
222	mm
206	mm
293	mm
321	mm
266	mm
362	mm
331	mm
279	mm
359	mm
273	mm
229	mm
361	mm
314	mm
350	mm
383	mm
406	mm
554	mm
405	mm
403	mm
358	mm
450	mm
511	mm
479	mm
653	mm
426	mm
516	mm
446	mm
476	mm
867	mm
676	mm
701	mm
614	mm
748	mm
809	mm
738	mm
826	mm
67	mm
84	mm
757	mm
786	mm
833	mm
997	mm
107	mm
548	mm
487	mm
482	mm
283	mm
605	mm
402	mm
441	mm
400	mm
402	mm
311	mm
373	mm
401	mm
289	mm
290	mm
1570	mm
2134	mm
1846	mm
1924	mm
1865	mm
1699	mm
1871	mm
2333	mm
2373	mm
2226	mm
128	mm
950	mm
1292	mm
1245	mm
1290	mm
1195	mm
1279	mm
1268	mm
1681	mm
1154	mm
287	mm
184	mm
142	mm
90	mm
61	mm
4822	mm
4470	mm
4782	mm
4307	mm
4466	mm
4857	mm
5127	mm
363	mm
363	mm
39	mm
827	mm
797	mm
928	mm
746	mm
1025	mm
40	mm
18	mm
9	mm
361	mm
316	mm
328	mm
213	mm
325	mm
486	mm
745	mm
534	mm
633	mm
731	mm
839	mm
906	mm
690	mm
678	mm
804	mm
821	mm
805	mm
339	mm
493	mm
997	mm
914	mm
733	mm
986	mm
765	mm
1074	mm
460	mm
4	mm
3	mm
2	mm
1	mm
2	mm
1	mm
61	mm
86	mm
103	mm
73	mm
98	mm
72	mm
105	mm
104	mm
64	mm
90	mm
79	mm
44	mm
7	mm
11	mm
8	mm
27	mm
2	mm
18	mm
39	mm
36	mm
436	mm
368	mm
399	mm
442	mm
358	mm
364	mm
343	mm
455	mm
282	mm
334	mm
291	mm
438	mm
524	mm
549	mm
547	mm
579	mm
609	mm
627	mm
2	mm
376	mm
316	mm
370	mm
357	mm
387	mm
350	mm
151	mm
385	mm
365	mm
368	mm
257	mm
365	mm
386	mm
490	mm
592	mm
263	mm
713	mm
513	mm
635	mm
694	mm
199	mm
289	mm
51	mm
33	mm
241	mm
399	mm
470	mm
341	mm
592	mm
399	mm
711	mm
578	mm
782	mm
438	mm
493	mm
682	mm
656	mm
667	mm
412	mm
494	mm
510	mm
686	mm
694	mm
664	mm
1209	mm
169	mm
714	mm
1016	mm
1169	mm
1384	mm
1084	mm
825	mm
1482	mm
1542	mm
1734	mm
2256	mm
1689	mm
1594	mm
273	mm
187	mm
216	mm
229	mm
224	mm
218	mm
206	mm
39	mm
206	mm
262	mm
263	mm
552	mm
679	mm
541	mm
665	mm
557	mm
348	mm
884	mm
808	mm
1038	mm
82	mm
441	mm
389	mm
596	mm
787	mm
572	mm
671	mm
790	mm
272	mm
618	mm
742	mm
599	mm
1390	mm
1693	mm
231	mm
528	mm
860	mm
819	mm
779	mm
955	mm
507	mm
790	mm
916	mm
418	mm
115	mm
319	mm
470	mm
418	mm
267	mm
418	mm
37	mm
40	mm
27	mm
46	mm
54	mm
341	mm
405	mm
470	mm
504	mm
282	mm
219	mm
353	mm
377	mm
130	mm
191	mm
430	mm
309	mm
343	mm
171	mm
162	mm
97	mm
471	mm
888	mm
943	mm
10	mm
469	mm
380	mm
428	mm
483	mm
1	mm
214	mm
214	mm
193	mm
216	mm
252	mm
238	mm
258	mm
356	mm
348	mm
306	mm
580	mm
442	mm
353	mm
313	mm
561	mm
638	mm
5	mm
24	mm
591	mm
36	mm
51	mm
431	mm
434	mm
522	mm
492	mm
545	mm
481	mm
127	mm
507	mm
359	mm
972	mm
723	mm
560	mm
610	mm
1142	mm
1138	mm
790	mm
865	mm
1184	mm
1186	mm
939	mm
70	mm
74	mm
34	mm
61	mm
49	mm
39	mm
43	mm
45	mm
68	mm
64	mm
68	mm
65	mm
45	mm
40	mm
489	mm
757	mm
1104	mm
1211	mm
1194	mm
1263	mm
1151	mm
1174	mm
1004	mm
1074	mm
1483	mm
1359	mm
1636	mm
1400	mm
1499	mm
7	mm
5	mm
5	mm
2	mm
11	mm
29	mm
18	mm
12	mm
638	mm
502	mm
398	mm
393	mm
93	mm
128	mm
635	mm
583	mm
694	mm
540	mm
532	mm
603	mm
529	mm
532	mm
639	mm
544	mm
564	mm
640	mm
731	mm
813	mm
892	mm
757	mm
527	mm
207	mm
393	mm
312	mm
337	mm
344	mm
270	mm
392	mm
368	mm
437	mm
319	mm
300	mm
109	mm
2	mm
3	mm
199	mm
195	mm
118	mm
148	mm
184	mm
38	mm
150	mm
158	mm
292	mm
296	mm
209	mm
237	mm
148	mm
119	mm
69	mm
94	mm
133	mm
116	mm
114	mm
165	mm
163	mm
158	mm
155	mm
137	mm
144	mm
142	mm
254	mm
153	mm
144	mm
124	mm
153	mm
156	mm
155	mm
177	mm
40	mm
783	mm
1060	mm
1096	mm
567	mm
730	mm
1186	mm
1809	mm
1238	mm
265	mm
249	mm
346	mm
243	mm
722	mm
936	mm
1007	mm
831	mm
1033	mm
1122	mm
1116	mm
1269	mm
1595	mm
1304	mm
790	mm
1226	mm
1627	mm
1660	mm
1247	mm
1738	mm
1507	mm
2198	mm
1782	mm
2382	mm
2022	mm
1950	mm
1936	mm
1886	mm
1967	mm
1863	mm
2484	mm
3367	mm
3329	mm
2660	mm
2874	mm
1968	mm
2397	mm
2474	mm
381	mm
203	mm
179	mm
162	mm
108	mm
131	mm
148	mm
144	mm
158	mm
124	mm
151	mm
202	mm
182	mm
177	mm
137	mm
148	mm
137	mm
105	mm
67	mm
19	mm
430	mm
2	mm
355	mm
276	mm
317	mm
388	mm
302	mm
409	mm
375	mm
327	mm
271	mm
318	mm
284	mm
443	mm
618	mm
468	mm
346	mm
552	mm
456	mm
354	mm
189	mm
46	mm
40	mm
56	mm
35	mm
39	mm
56	mm
51	mm
51	mm
72	mm
56	mm
35	mm
66	mm
51	mm
59	mm
67	mm
92	mm
50	mm
53	mm
27	mm
19	mm
59	mm
66	mm
7	mm
12	mm
43	mm
48	mm
13	mm
2	mm
629	mm
699	mm
617	mm
1139	mm
164	mm
1041	mm
980	mm
773	mm
957	mm
627	mm
657	mm
843	mm
874	mm
872	mm
954	mm
312	mm
443	mm
453	mm
380	mm
392	mm
394	mm
355	mm
504	mm
636	mm
432	mm
453	mm
101	mm
305	mm
424	mm
477	mm
350	mm
346	mm
405	mm
400	mm
557	mm
213	mm
560	mm
575	mm
517	mm
334	mm
2852	mm
2213	mm
4651	mm
3656	mm
3133	mm
185	mm
206	mm
189	mm
254	mm
241	mm
375	mm
280	mm
257	mm
208	mm
387	mm
414	mm
87	mm
44	mm
1344	mm
2059	mm
1590	mm
2041	mm
2093	mm
708	mm
207	mm
462	mm
515	mm
560	mm
593	mm
615	mm
456	mm
731	mm
591	mm
87	mm
110	mm
69	mm
1607	mm
2203	mm
1415	mm
1291	mm
402	mm
48	mm
485	mm
397	mm
378	mm
421	mm
353	mm
352	mm
439	mm
552	mm
573	mm
680	mm
406	mm
443	mm
526	mm
577	mm
529	mm
564	mm
741	mm
627	mm
668	mm
576	mm
508	mm
565	mm
630	mm
937	mm
726	mm
498	mm
823	mm
1277	mm
1159	mm
1051	mm
1152	mm
1238	mm
1748	mm
2155	mm
1893	mm
1431	mm
2187	mm
1453	mm
1939	mm
2402	mm
2171	mm
1918	mm
1689	mm
38	mm
255	mm
233	mm
216	mm
54	mm
134	mm
245	mm
293	mm
312	mm
222	mm
277	mm
156	mm
251	mm
308	mm
313	mm
247	mm
2	mm
18	mm
41	mm
34	mm
314	mm
452	mm
489	mm
312	mm
373	mm
495	mm
402	mm
305	mm
384	mm
542	mm
433	mm
378	mm
397	mm
867	mm
42	mm
1052	mm
1682	mm
220	mm
364	mm
322	mm
222	mm
390	mm
486	mm
479	mm
414	mm
360	mm
366	mm
335	mm
422	mm
375	mm
314	mm
146	mm
497	mm
373	mm
18	mm
279	mm
264	mm
148	mm
181	mm
190	mm
146	mm
159	mm
126	mm
183	mm
115	mm
131	mm
198	mm
203	mm
199	mm
140	mm
68	mm
584	mm
1001	mm
1238	mm
1067	mm
880	mm
1144	mm
1118	mm
1341	mm
1035	mm
845	mm
157	mm
789	mm
580	mm
566	mm
13	mm
792	mm
799	mm
733	mm
389	mm
296	mm
847	mm
964	mm
784	mm
976	mm
378	mm
231	mm
256	mm
283	mm
198	mm
189	mm
230	mm
326	mm
219	mm
196	mm
277	mm
284	mm
329	mm
272	mm
249	mm
283	mm
266	mm
314	mm
369	mm
305	mm
389	mm
200	mm
334	mm
260	mm
485	mm
608	mm
455	mm
483	mm
386	mm
553	mm
535	mm
477	mm
355	mm
506	mm
484	mm
463	mm
626	mm
883	mm
867	mm
79	mm
50	mm
20	mm
53	mm
75	mm
97	mm
183	mm
119	mm
41	mm
302	mm
809	mm
452	mm
368	mm
1251	mm
1191	mm
1212	mm
1450	mm
938	mm
1376	mm
1215	mm
1422	mm
1651	mm
1290	mm
1501	mm
1690	mm
1877	mm
1508	mm
1687	mm
1432	mm
2620	mm
503	mm
169	mm
259	mm
192	mm
242	mm
219	mm
163	mm
265	mm
170	mm
118	mm
287	mm
334	mm
294	mm
223	mm
338	mm
289	mm
361	mm
20	mm
49	mm
5	mm
189	mm
570	mm
568	mm
677	mm
1263	mm
840	mm
498	mm
658	mm
692	mm
636	mm
826	mm
730	mm
678	mm
1101	mm
689	mm
782	mm
739	mm
751	mm
28	mm
844	mm
1023	mm
859	mm
1204	mm
1321	mm
977	mm
1162	mm
1310	mm
1039	mm
1138	mm
608	mm
815	mm
1106	mm
1002	mm
353	mm
318	mm
350	mm
317	mm
689	mm
39	mm
73	mm
547	mm
804	mm
571	mm
675	mm
447	mm
525	mm
513	mm
766	mm
1132	mm
419	mm
251	mm
121	mm
74	mm
55	mm
93	mm
236	mm
283	mm
349	mm
193	mm
157	mm
236	mm
251	mm
98	mm
93	mm
9	mm
3824	mm
2436	mm
1745	mm
1662	mm
6774	mm
5289	mm
3428	mm
1718	mm
2775	mm
332	mm
574	mm
509	mm
589	mm
389	mm
434	mm
440	mm
706	mm
595	mm
604	mm
64	mm
1025	mm
1597	mm
1313	mm
322	mm
466	mm
270	mm
270	mm
287	mm
378	mm
88	mm
17	mm
4	mm
4	mm
412	mm
409	mm
385	mm
375	mm
331	mm
578	mm
532	mm
559	mm
451	mm
406	mm
362	mm
543	mm
581	mm
304	mm
316	mm
505	mm
95	mm
92	mm
185	mm
146	mm
209	mm
118	mm
216	mm
209	mm
259	mm
172	mm
209	mm
159	mm
214	mm
244	mm
279	mm
341	mm
240	mm
110	mm
107	mm
124	mm
601	mm
551	mm
892	mm
794	mm
752	mm
718	mm
742	mm
291	mm
112	mm
276	mm
515	mm
574	mm
521	mm
489	mm
148	mm
414	mm
602	mm
481	mm
1032	mm
732	mm
732	mm
781	mm
514	mm
234	mm
220	mm
246	mm
247	mm
341	mm
212	mm
370	mm
445	mm
493	mm
427	mm
465	mm
492	mm
